Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
eighw,	eight,	eight,	True
sev,	seven,	seven,	True
thr,	three,	three,	True
fwe,	five,	four,	False
furt,	four,	four,	True
fi,	five,	four,	False
si,	four,	six,	False
sfiv,	five,	seven,	False
five,	five,	five,	True
sev,	seven,	seven,	True
twe,	two,	two,	True
fivre,	five,	four,	False
tw,	two,	two,	True
eight,	eight,	eight,	True
eg,	three,	eight,	False
tw,	two,	one,	False
onin,	one,	one,	True
sir,	three,	six,	False
fiv,	five,	five,	True
tw,	two,	two,	True
fio,	five,	five,	True
eigh,	eight,	eight,	True
,	seven,	nine,	False
fivfe,	five,	seven,	False
nin,	nine,	nine,	True
eigt,	eight,	eight,	True
twe,	two,	two,	True
sivne,	five,	seven,	False
fivf,	five,	five,	True
fiv,	five,	five,	True
even,	seven,	seven,	True
five,	five,	five,	True
ighg,	eight,	eight,	True
e,	three,	one,	False
en,	one,	one,	True
tw,	two,	two,	True
nine,	nine,	nine,	True
seight,	eight,	eight,	True
one,	one,	one,	True
two,	two,	two,	True
sexe,	six,	six,	True
five,	five,	five,	True
o,	four,	one,	False
stio,	six,	zero,	False
ou,	four,	one,	False
nine,	nine,	nine,	True
fovur,	four,	four,	True
twe,	two,	three,	False
,	three,	zero,	False
ige,	nine,	eight,	False
nie,	nine,	nine,	True
sive,	five,	seven,	False
zero,	zero,	zero,	True
three,	three,	three,	True
ege,	nine,	eight,	False
swre,	three,	six,	False
,	nine,	eight,	False
swv,	five,	four,	False
o,	four,	one,	False
six,	six,	six,	True
five,	five,	five,	True
sve,	five,	seven,	False
six,	six,	six,	True
ere,	three,	zero,	False
seveve,	seven,	seven,	True
fo,	four,	four,	True
sei,	six,	six,	True
nin,	nine,	nine,	True
eigtf,	eight,	eight,	True
fore,	four,	four,	True
foure,	four,	four,	True
fo,	four,	four,	True
sixt,	six,	six,	True
tw,	two,	two,	True
sif,	five,	six,	False
n,	nine,	nine,	True
on,	one,	one,	True
n,	nine,	zero,	False
sixf,	six,	six,	True
fure,	four,	four,	True
seven,	seven,	seven,	True
igh,	nine,	eight,	False
sixe,	six,	six,	True
on,	one,	one,	True
fve,	five,	five,	True
her,	four,	zero,	False
ine,	nine,	nine,	True
nine,	nine,	nine,	True
,	seven,	nine,	False
seve,	seven,	seven,	True
eig,	eight,	eight,	True
six,	six,	seven,	False
six,	six,	six,	True
fovr,	four,	four,	True
on,	one,	one,	True
e,	three,	zero,	False
ze,	three,	zero,	False
er,	three,	zero,	False
tw,	two,	three,	False
fourg,	four,	four,	True
twe,	two,	two,	True
two,	two,	two,	True
ovive,	five,	one,	False
foe,	four,	four,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
zeron,	zero,	zero,	True
nine,	nine,	nine,	True
foure,	four,	four,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
zer,	zero,	zero,	True
fint,	five,	five,	True
tw,	two,	two,	True
nine,	nine,	nine,	True
nghi,	nine,	eight,	False
fiv,	five,	five,	True
fe,	five,	four,	False
fiv,	five,	five,	True
eig,	eight,	eight,	True
thref,	three,	three,	True
eigh,	eight,	eight,	True
fone,	one,	one,	True
thf,	three,	three,	True
zero,	zero,	zero,	True
five,	five,	five,	True
fout,	four,	four,	True
sevef,	seven,	seven,	True
n,	nine,	nine,	True
four,	four,	four,	True
nin,	nine,	nine,	True
twoe,	two,	two,	True
ero,	zero,	zero,	True
nin,	nine,	nine,	True
sevo,	seven,	seven,	True
igh,	nine,	eight,	False
t,	two,	three,	False
,	three,	seven,	False
oe,	zero,	one,	False
nine,	nine,	nine,	True
oin,	nine,	one,	False
zerxe,	zero,	zero,	True
tr,	three,	three,	True
tw,	two,	two,	True
sixe,	six,	six,	True
ighe,	eight,	eight,	True
swxo,	six,	six,	True
six,	six,	six,	True
sev,	seven,	seven,	True
fo,	four,	four,	True
tsevo,	seven,	seven,	True
tw,	two,	two,	True
sin,	seven,	seven,	True
five,	five,	five,	True
fin,	five,	nine,	False
two,	two,	two,	True
four,	four,	four,	True
thret,	three,	three,	True
sev,	seven,	four,	False
five,	five,	five,	True
two,	two,	two,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
fuv,	five,	five,	True
o,	four,	one,	False
n,	nine,	one,	False
sivxf,	five,	six,	False
seve,	seven,	seven,	True
tre,	three,	three,	True
io,	two,	six,	False
fov,	five,	five,	True
ftre,	three,	three,	True
fo,	four,	four,	True
fov,	five,	seven,	False
niv,	nine,	nine,	True
zer,	zero,	zero,	True
seve,	seven,	seven,	True
fur,	four,	four,	True
x,	six,	six,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
s,	five,	seven,	False
siv,	five,	six,	False
g,	three,	eight,	False
sev,	seven,	six,	False
five,	five,	five,	True
nin,	nine,	nine,	True
thrn,	three,	three,	True
eigh,	eight,	eight,	True
sevn,	seven,	seven,	True
fiv,	five,	five,	True
sev,	seven,	seven,	True
tein,	nine,	three,	False
th,	three,	three,	True
sih,	six,	six,	True
sixe,	six,	six,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fox,	four,	six,	False
er,	three,	zero,	False
zo,	two,	zero,	False
ser,	three,	three,	True
four,	four,	four,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
fivn,	five,	seven,	False
four,	four,	four,	True
six,	six,	six,	True
zer,	zero,	zero,	True
ni,	nine,	one,	False
sixo,	six,	zero,	False
eigh,	eight,	eight,	True
rn,	one,	zero,	False
zero,	zero,	zero,	True
ero,	zero,	zero,	True
eighi,	eight,	eight,	True
zero,	zero,	zero,	True
n,	nine,	one,	False
neix,	nine,	two,	False
to,	two,	two,	True
two,	two,	two,	True
siv,	five,	five,	True
six,	six,	six,	True
zer,	zero,	zero,	True
zro,	zero,	zero,	True
nin,	nine,	nine,	True
fivf,	five,	five,	True
eigh,	eight,	eight,	True
zer,	zero,	zero,	True
on,	one,	one,	True
ive,	five,	five,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
ft,	five,	three,	False
tw,	two,	two,	True
sv,	seven,	seven,	True
sivix,	six,	six,	True
si,	six,	seven,	False
five,	five,	five,	True
tn,	ten,	three,	False
ou,	two,	one,	False
zer,	zero,	zero,	True
ox,	six,	three,	False
er,	four,	zero,	False
sve,	five,	seven,	False
nin,	nine,	nine,	True
th,	three,	three,	True
eig,	eight,	eight,	True
on,	one,	one,	True
fione,	nine,	one,	False
t,	two,	three,	False
six,	six,	two,	False
six,	six,	six,	True
onr,	one,	one,	True
zero,	zero,	zero,	True
se,	three,	six,	False
sev,	seven,	seven,	True
twoe,	two,	two,	True
,	two,	four,	False
sev,	seven,	seven,	True
fiv,	five,	five,	True
eix,	six,	eight,	False
five,	five,	five,	True
fur,	four,	four,	True
fur,	four,	four,	True
sivni,	seven,	seven,	True
twt,	two,	three,	False
five,	five,	five,	True
tein,	nine,	three,	False
to,	two,	two,	True
te,	three,	two,	False
on,	one,	one,	True
zeo,	zero,	zero,	True
zer,	zero,	zero,	True
four,	four,	four,	True
sixo,	six,	six,	True
se,	three,	seven,	False
zeroe,	zero,	zero,	True
ion,	nine,	one,	False
eigi,	eight,	eight,	True
zeroe,	zero,	zero,	True
eig,	eight,	eight,	True
eige,	eight,	eight,	True
sixf,	six,	six,	True
sevsev,	seven,	seven,	True
on,	one,	one,	True
o,	four,	one,	False
fev,	five,	five,	True
on,	one,	one,	True
fiv,	five,	five,	True
o,	four,	one,	False
ni,	nine,	nine,	True
tw,	two,	three,	False
onef,	one,	one,	True
zere,	zero,	zero,	True
oei,	one,	one,	True
ziro,	zero,	zero,	True
one,	one,	one,	True
to,	two,	zero,	False
siv,	five,	seven,	False
six,	six,	six,	True
oi,	nine,	one,	False
one,	one,	one,	True
fiv,	five,	five,	True
nini,	nine,	nine,	True
six,	six,	six,	True
sin,	seven,	seven,	True
eighe,	eight,	eight,	True
er,	four,	three,	False
one,	one,	one,	True
fivse,	five,	five,	True
fur,	four,	four,	True
oe,	zero,	one,	False
fivi,	five,	five,	True
five,	five,	five,	True
stwe,	two,	six,	False
seve,	seven,	seven,	True
one,	one,	one,	True
thei,	three,	three,	True
sivn,	seven,	seven,	True
tr,	three,	three,	True
eigh,	eight,	eight,	True
five,	five,	one,	False
wo,	two,	two,	True
seven,	seven,	seven,	True
twe,	two,	two,	True
fiv,	five,	five,	True
tw,	two,	two,	True
one,	one,	one,	True
for,	four,	four,	True
our,	four,	one,	False
seve,	seven,	seven,	True
on,	one,	one,	True
six,	six,	six,	True
five,	five,	five,	True
ero,	zero,	zero,	True
onin,	one,	one,	True
fiv,	five,	five,	True
o,	nine,	zero,	False
fiv,	five,	five,	True
to,	two,	three,	False
two,	two,	two,	True
eigh,	eight,	eight,	True
sixf,	six,	six,	True
tohre,	three,	three,	True
siven,	seven,	seven,	True
i,	nine,	three,	False
eih,	five,	eight,	False
the,	three,	three,	True
six,	six,	six,	True
foe,	four,	four,	True
eigte,	eight,	eight,	True
fin,	five,	five,	True
ighn,	nine,	eight,	False
ne,	nine,	nine,	True
sivni,	five,	seven,	False
eihe,	nine,	eight,	False
fo,	four,	four,	True
sixs,	six,	six,	True
fouen,	four,	four,	True
the,	three,	three,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
sivo,	five,	seven,	False
o,	four,	zero,	False
two,	two,	two,	True
eig,	eight,	eight,	True
six,	six,	six,	True
w,	two,	two,	True
one,	one,	one,	True
t,	two,	three,	False
one,	one,	one,	True
in,	one,	seven,	False
ninen,	nine,	nine,	True
twr,	two,	zero,	False
ero,	zero,	zero,	True
one,	one,	one,	True
twe,	two,	three,	False
fiv,	five,	five,	True
five,	five,	five,	True
f,	four,	four,	True
twn,	two,	two,	True
si,	six,	six,	True
,	seven,	zero,	False
sevei,	seven,	seven,	True
sin,	seven,	six,	False
four,	four,	four,	True
zo,	two,	zero,	False
eighn,	eight,	eight,	True
nine,	nine,	nine,	True
te,	two,	three,	False
eigt,	eight,	eight,	True
,	seven,	three,	False
six,	six,	six,	True
zero,	zero,	zero,	True
sivn,	seven,	seven,	True
nin,	nine,	nine,	True
otwo,	two,	two,	True
eigh,	eight,	eight,	True
four,	four,	four,	True
eih,	five,	eight,	False
two,	two,	two,	True
f,	four,	four,	True
fiv,	five,	five,	True
tw,	two,	seven,	False
on,	one,	one,	True
two,	two,	two,	True
one,	one,	one,	True
nine,	nine,	nine,	True
sie,	six,	six,	True
r,	four,	two,	False
feonre,	three,	three,	True
sevsix,	seven,	seven,	True
five,	five,	five,	True
tohe,	two,	three,	False
to,	two,	three,	False
the,	three,	three,	True
sevni,	seven,	seven,	True
seixf,	six,	six,	True
fo,	four,	four,	True
eigh,	eight,	eight,	True
eigh,	eight,	eight,	True
niet,	nine,	nine,	True
fe,	five,	four,	False
nin,	nine,	nine,	True
sir,	three,	six,	False
sevene,	seven,	seven,	True
zero,	zero,	zero,	True
five,	five,	five,	True
foure,	four,	four,	True
fiv,	five,	five,	True
ne,	nine,	one,	False
sev,	seven,	seven,	True
wo,	two,	two,	True
tw,	two,	two,	True
ne,	nine,	nine,	True
sr,	three,	six,	False
n,	nine,	one,	False
nine,	nine,	nine,	True
fv,	five,	seven,	False
ro,	two,	zero,	False
f,	five,	four,	False
fiv,	five,	five,	True
siv,	five,	seven,	False
fou,	four,	four,	True
zerot,	zero,	zero,	True
twoet,	two,	two,	True
seven,	seven,	seven,	True
two,	two,	two,	True
sex,	six,	seven,	False
tre,	three,	three,	True
orn,	four,	four,	True
five,	five,	five,	True
fiv,	five,	five,	True
the,	three,	three,	True
sev,	seven,	seven,	True
sev,	seven,	seven,	True
nine,	nine,	nine,	True
fi,	five,	five,	True
fiv,	five,	five,	True
sivein,	seven,	seven,	True
four,	four,	four,	True
five,	five,	five,	True
fo,	four,	five,	False
eighe,	eight,	eight,	True
fiv,	five,	five,	True
fn,	one,	one,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
twoi,	two,	two,	True
oe,	zero,	one,	False
on,	one,	one,	True
sev,	seven,	seven,	True
r,	four,	zero,	False
ive,	five,	five,	True
zero,	zero,	zero,	True
fur,	four,	four,	True
twor,	two,	three,	False
eighe,	eight,	eight,	True
two,	two,	two,	True
sev,	seven,	seven,	True
fou,	four,	four,	True
one,	one,	one,	True
eief,	five,	eight,	False
tw,	two,	two,	True
fure,	four,	four,	True
one,	one,	one,	True
in,	two,	nine,	False
fiv,	five,	five,	True
one,	one,	one,	True
e,	three,	eight,	False
zewroe,	zero,	zero,	True
uer,	four,	zero,	False
fie,	five,	two,	False
in,	five,	one,	False
fo,	four,	four,	True
fo,	four,	four,	True
foure,	four,	four,	True
fu,	four,	four,	True
fiv,	five,	five,	True
si,	six,	seven,	False
ero,	zero,	zero,	True
tw,	two,	two,	True
three,	three,	three,	True
n,	nine,	one,	False
two,	two,	two,	True
gzero,	zero,	zero,	True
seve,	seven,	seven,	True
n,	nine,	one,	False
eig,	eight,	eight,	True
o,	four,	two,	False
six,	six,	six,	True
two,	two,	two,	True
sire,	five,	six,	False
fine,	nine,	one,	False
s,	five,	six,	False
fwoe,	four,	two,	False
five,	five,	five,	True
six,	six,	six,	True
zers,	zero,	six,	False
eighe,	eight,	eight,	True
sev,	seven,	seven,	True
six,	six,	six,	True
ftwo,	two,	two,	True
th,	three,	eight,	False
fiv,	five,	five,	True
fie,	five,	two,	False
on,	one,	one,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
tiwx,	six,	six,	True
four,	four,	four,	True
zer,	zero,	zero,	True
e,	three,	one,	False
onet,	one,	one,	True
n,	nine,	nine,	True
tw,	two,	two,	True
fon,	one,	one,	True
nin,	nine,	nine,	True
fe,	five,	six,	False
e,	three,	four,	False
stvne,	five,	seven,	False
tw,	two,	two,	True
zron,	three,	seven,	False
tr,	three,	zero,	False
fue,	five,	four,	False
o,	four,	one,	False
sie,	six,	six,	True
sixe,	six,	six,	True
sixe,	six,	six,	True
two,	two,	two,	True
t,	two,	three,	False
fiv,	five,	five,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
eign,	nine,	eight,	False
zro,	zero,	zero,	True
four,	four,	four,	True
ero,	zero,	zero,	True
twe,	two,	zero,	False
three,	three,	three,	True
nine,	nine,	one,	False
nfive,	five,	five,	True
twhe,	two,	three,	False
vine,	nine,	nine,	True
one,	one,	one,	True
three,	three,	three,	True
ni,	nine,	nine,	True
eigf,	eight,	eight,	True
niv,	five,	nine,	False
two,	two,	two,	True
sevexi,	seven,	seven,	True
hret,	three,	three,	True
eigh,	eight,	eight,	True
iv,	four,	five,	False
twi,	two,	two,	True
six,	six,	six,	True
ene,	nine,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
ero,	zero,	zero,	True
o,	zero,	one,	False
fiv,	five,	five,	True
five,	five,	five,	True
nin,	nine,	nine,	True
e,	three,	one,	False
fur,	four,	four,	True
zro,	zero,	zero,	True
egi,	nine,	eight,	False
sero,	zero,	seven,	False
t,	two,	one,	False
hre,	three,	three,	True
ero,	zero,	zero,	True
zro,	zero,	zero,	True
ev,	five,	six,	False
sevn,	seven,	seven,	True
twe,	two,	two,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
t,	two,	one,	False
f,	four,	four,	True
sevo,	seven,	seven,	True
six,	six,	six,	True
ser,	three,	seven,	False
two,	two,	two,	True
two,	two,	two,	True
n,	nine,	nine,	True
ninen,	nine,	nine,	True
one,	one,	one,	True
tixf,	six,	six,	True
nine,	nine,	nine,	True
one,	one,	one,	True
five,	five,	five,	True
nive,	five,	nine,	False
eige,	eight,	eight,	True
three,	three,	three,	True
o,	four,	one,	False
ser,	three,	six,	False
tw,	two,	two,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
e,	three,	four,	False
hr,	four,	zero,	False
zin,	seven,	seven,	True
eig,	eight,	eight,	True
in,	nine,	one,	False
,	four,	one,	False
wo,	two,	two,	True
six,	six,	six,	True
fiv,	five,	five,	True
foe,	four,	four,	True
zer,	zero,	six,	False
fov,	five,	five,	True
three,	three,	three,	True
sev,	seven,	seven,	True
siven,	seven,	seven,	True
eieh,	nine,	eight,	False
zeroi,	zero,	zero,	True
zerf,	zero,	six,	False
to,	two,	three,	False
n,	nine,	six,	False
sevn,	seven,	seven,	True
iv,	four,	nine,	False
tr,	three,	zero,	False
ei,	five,	eight,	False
four,	four,	four,	True
five,	five,	four,	False
tire,	four,	six,	False
tw,	two,	two,	True
tue,	two,	three,	False
rn,	three,	zero,	False
foe,	four,	four,	True
tw,	two,	two,	True
three,	three,	three,	True
eze,	nine,	eight,	False
five,	five,	five,	True
fo,	four,	four,	True
four,	four,	four,	True
six,	six,	six,	True
four,	four,	four,	True
te,	two,	three,	False
three,	three,	three,	True
foure,	four,	four,	True
sixe,	six,	seven,	False
tre,	three,	three,	True
fou,	four,	four,	True
fi,	five,	five,	True
tw,	two,	two,	True
tw,	two,	three,	False
etg,	eight,	eight,	True
siv,	five,	seven,	False
o,	nine,	one,	False
nine,	nine,	nine,	True
six,	six,	six,	True
three,	three,	three,	True
toe,	two,	three,	False
seix,	six,	six,	True
o,	four,	one,	False
fiv,	five,	five,	True
fur,	four,	four,	True
one,	one,	one,	True
six,	six,	six,	True
eih,	five,	eight,	False
fur,	four,	four,	True
two,	two,	two,	True
three,	three,	three,	True
fif,	five,	seven,	False
six,	six,	six,	True
n,	nine,	nine,	True
tw,	two,	two,	True
o,	four,	one,	False
six,	six,	six,	True
two,	two,	two,	True
fiv,	five,	five,	True
four,	four,	four,	True
four,	four,	four,	True
our,	four,	four,	True
fiv,	five,	five,	True
th,	two,	three,	False
sex,	six,	seven,	False
fou,	four,	five,	False
thr,	three,	three,	True
on,	one,	one,	True
sev,	seven,	six,	False
fnin,	nine,	five,	False
i,	nine,	eight,	False
five,	five,	five,	True
fovur,	four,	four,	True
fe,	five,	seven,	False
nine,	nine,	nine,	True
eight,	eight,	eight,	True
tw,	two,	two,	True
tohre,	three,	three,	True
six,	six,	six,	True
twx,	two,	two,	True
four,	four,	four,	True
three,	three,	three,	True
in,	five,	nine,	False
tw,	two,	two,	True
sxs,	six,	six,	True
zere,	zero,	six,	False
tw,	two,	two,	True
sev,	seven,	seven,	True
tr,	three,	three,	True
,	seven,	zero,	False
eiw,	two,	eight,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
,	five,	three,	False
seixg,	six,	six,	True
six,	six,	seven,	False
oe,	one,	one,	True
tovr,	four,	three,	False
twe,	two,	two,	True
fi,	five,	five,	True
thx,	six,	three,	False
twhr,	two,	three,	False
niv,	five,	nine,	False
hrxro,	three,	zero,	False
four,	four,	four,	True
sevenx,	seven,	seven,	True
nin,	nine,	nine,	True
twoe,	two,	two,	True
fou,	four,	four,	True
four,	four,	four,	True
tw,	two,	six,	False
fie,	five,	five,	True
fiv,	five,	five,	True
e,	three,	one,	False
thr,	three,	three,	True
sev,	seven,	seven,	True
foure,	four,	four,	True
tw,	two,	three,	False
siv,	five,	seven,	False
nine,	nine,	nine,	True
six,	six,	six,	True
th,	three,	two,	False
six,	six,	six,	True
six,	six,	six,	True
two,	two,	two,	True
tw,	two,	three,	False
o,	zero,	one,	False
fiv,	five,	five,	True
nin,	nine,	nine,	True
zwe,	two,	zero,	False
foue,	four,	four,	True
seven,	seven,	seven,	True
fiv,	five,	five,	True
four,	four,	four,	True
one,	one,	one,	True
zero,	zero,	zero,	True
tsixf,	six,	six,	True
ft,	four,	four,	True
zur,	four,	zero,	False
zero,	zero,	zero,	True
zero,	zero,	zero,	True
fou,	four,	four,	True
two,	two,	two,	True
six,	six,	six,	True
tw,	two,	two,	True
eig,	eight,	eight,	True
nin,	nine,	nine,	True
six,	six,	six,	True
four,	four,	four,	True
eig,	eight,	eight,	True
thr,	three,	three,	True
four,	four,	four,	True
er,	three,	zero,	False
n,	nine,	nine,	True
fi,	five,	eight,	False
twt,	two,	two,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
seven,	seven,	seven,	True
hr,	four,	three,	False
thr,	three,	three,	True
tw,	two,	two,	True
twu,	two,	two,	True
six,	six,	six,	True
th,	two,	three,	False
six,	six,	seven,	False
o,	four,	zero,	False
eight,	eight,	eight,	True
t,	two,	three,	False
eiw,	five,	eight,	False
sev,	seven,	seven,	True
three,	three,	three,	True
toe,	two,	three,	False
five,	five,	five,	True
sev,	seven,	seven,	True
en,	one,	one,	True
fur,	four,	four,	True
eig,	eight,	eight,	True
four,	four,	four,	True
six,	six,	six,	True
six,	six,	six,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
thr,	three,	three,	True
ni,	nine,	nine,	True
nin,	nine,	nine,	True
one,	one,	one,	True
five,	five,	five,	True
tone,	one,	one,	True
fvei,	five,	five,	True
sven,	seven,	seven,	True
twoe,	two,	two,	True
ni,	nine,	nine,	True
ein,	one,	eight,	False
twr,	two,	three,	False
sivn,	seven,	seven,	True
n,	nine,	one,	False
fivef,	five,	five,	True
twhr,	two,	three,	False
ni,	nine,	nine,	True
five,	five,	five,	True
f,	four,	four,	True
n,	nine,	one,	False
i,	nine,	three,	False
fiv,	five,	five,	True
zro,	zero,	zero,	True
zer,	zero,	zero,	True
sivnve,	seven,	seven,	True
eig,	eight,	eight,	True
fix,	six,	six,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
ne,	nine,	nine,	True
four,	four,	four,	True
foure,	four,	four,	True
ont,	one,	one,	True
nine,	nine,	nine,	True
zro,	zero,	zero,	True
fiv,	five,	five,	True
zero,	zero,	zero,	True
four,	four,	four,	True
n,	nine,	nine,	True
five,	five,	five,	True
ne,	nine,	nine,	True
four,	four,	four,	True
for,	four,	four,	True
t,	three,	three,	True
sif,	six,	six,	True
sevn,	seven,	seven,	True
sin,	seven,	eight,	False
nint,	nine,	nine,	True
sx,	six,	six,	True
ero,	zero,	zero,	True
zeo,	zero,	zero,	True
two,	two,	two,	True
to,	two,	three,	False
n,	nine,	nine,	True
n,	nine,	nine,	True
seve,	seven,	seven,	True
nin,	nine,	nine,	True
six,	six,	six,	True
fourf,	four,	four,	True
er,	four,	zero,	False
six,	six,	six,	True
fie,	five,	six,	False
ei,	nine,	three,	False
two,	two,	two,	True
n,	nine,	seven,	False
nine,	nine,	nine,	True
t,	two,	three,	False
twre,	two,	three,	False
wo,	two,	eight,	False
on,	one,	three,	False
nef,	five,	one,	False
r,	four,	four,	True
eigh,	eight,	eight,	True
tw,	two,	six,	False
sex,	six,	six,	True
foun,	four,	four,	True
one,	one,	one,	True
t,	two,	three,	False
fiv,	five,	five,	True
six,	six,	six,	True
sexf,	six,	seven,	False
,	seven,	one,	False
fiven,	five,	five,	True
sivev,	five,	seven,	False
uer,	four,	zero,	False
swx,	six,	two,	False
eigh,	eight,	eight,	True
her,	four,	zero,	False
seven,	seven,	seven,	True
fiven,	five,	five,	True
one,	one,	one,	True
ieig,	nine,	eight,	False
te,	three,	three,	True
five,	five,	five,	True
fiv,	five,	five,	True
zero,	zero,	zero,	True
nin,	nine,	nine,	True
igf,	eight,	eight,	True
eig,	eight,	eight,	True
ithrei,	three,	three,	True
eig,	eight,	eight,	True
four,	four,	four,	True
fien,	five,	five,	True
sif,	five,	zero,	False
seven,	seven,	seven,	True
zr,	zero,	zero,	True
swo,	two,	three,	False
fou,	four,	four,	True
tf,	five,	three,	False
zero,	zero,	zero,	True
sixf,	six,	six,	True
tohr,	four,	three,	False
n,	nine,	nine,	True
eigf,	eight,	eight,	True
ti,	two,	zero,	False
ero,	zero,	zero,	True
six,	six,	six,	True
two,	two,	two,	True
o,	zero,	one,	False
five,	five,	five,	True
twh,	two,	three,	False
sivf,	five,	seven,	False
fiv,	five,	five,	True
sevn,	seven,	seven,	True
nin,	nine,	nine,	True
eo,	zero,	zero,	True
thrf,	three,	three,	True
sx,	six,	six,	True
e,	three,	zero,	False
f,	four,	one,	False
sivo,	five,	seven,	False
ninef,	nine,	nine,	True
zero,	zero,	zero,	True
zerxe,	zero,	zero,	True
n,	nine,	nine,	True
nini,	nine,	nine,	True
thrf,	three,	three,	True
ur,	four,	four,	True
ftni,	nine,	three,	False
in,	five,	eight,	False
zero,	zero,	zero,	True
swe,	three,	six,	False
eight,	eight,	eight,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
onue,	one,	one,	True
zrn,	three,	zero,	False
fu,	four,	four,	True
threit,	three,	three,	True
ninen,	nine,	nine,	True
two,	two,	two,	True
swoin,	seven,	two,	False
eigh,	eight,	eight,	True
tw,	two,	three,	False
on,	one,	one,	True
one,	one,	one,	True
two,	two,	two,	True
sivn,	seven,	seven,	True
fourn,	four,	four,	True
six,	six,	six,	True
five,	five,	five,	True
fn,	one,	four,	False
nine,	nine,	nine,	True
fiu,	five,	four,	False
seve,	seven,	seven,	True
t,	two,	three,	False
onef,	one,	one,	True
onf,	one,	one,	True
eighf,	eight,	eight,	True
one,	one,	one,	True
sevf,	seven,	seven,	True
wo,	two,	two,	True
sevn,	seven,	seven,	True
nine,	nine,	nine,	True
in,	five,	eight,	False
,	five,	seven,	False
tof,	four,	three,	False
vn,	seven,	seven,	True
fiv,	five,	five,	True
foe,	four,	four,	True
,	one,	zero,	False
e,	three,	three,	True
one,	one,	one,	True
two,	two,	two,	True
sevtw,	seven,	seven,	True
five,	five,	five,	True
ne,	nine,	seven,	False
ie,	nine,	eight,	False
eroe,	zero,	zero,	True
fvf,	five,	five,	True
sevf,	seven,	seven,	True
zeif,	five,	six,	False
twof,	two,	two,	True
ninef,	nine,	nine,	True
five,	five,	five,	True
one,	one,	one,	True
zero,	zero,	zero,	True
sixf,	six,	six,	True
five,	five,	five,	True
zerof,	zero,	zero,	True
eigh,	eight,	eight,	True
n,	nine,	one,	False
five,	five,	five,	True
sivonf,	five,	seven,	False
eigh,	eight,	eight,	True
fivef,	five,	five,	True
zeo,	zero,	zero,	True
nin,	nine,	nine,	True
te,	three,	three,	True
five,	five,	five,	True
seiv,	five,	six,	False
sxf,	six,	six,	True
eigt,	eight,	eight,	True
sw,	two,	two,	True
fiv,	five,	five,	True
five,	five,	five,	True
nin,	nine,	nine,	True
t,	two,	two,	True
zeo,	zero,	zero,	True
eighin,	eight,	eight,	True
twoe,	two,	two,	True
fivef,	five,	one,	False
foen,	four,	four,	True
tw,	two,	two,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
ern,	three,	two,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
eigf,	eight,	eight,	True
sevoe,	seven,	two,	False
oe,	zero,	one,	False
to,	two,	two,	True
,	nine,	zero,	False
six,	six,	six,	True
nin,	nine,	two,	False
zero,	zero,	zero,	True
net,	three,	eight,	False
nie,	nine,	nine,	True
on,	one,	one,	True
eighf,	eight,	eight,	True
sivo,	five,	seven,	False
sev,	seven,	seven,	True
nin,	nine,	nine,	True
four,	four,	four,	True
sixe,	six,	six,	True
twohre,	three,	three,	True
ninf,	nine,	nine,	True
e,	three,	four,	False
tir,	three,	zero,	False
fivf,	five,	five,	True
fine,	nine,	nine,	True
nin,	nine,	nine,	True
foure,	four,	four,	True
igh,	nine,	eight,	False
twe,	two,	two,	True
two,	two,	two,	True
thr,	three,	three,	True
fone,	one,	four,	False
fi,	five,	six,	False
eih,	eight,	eight,	True
twf,	two,	two,	True
fivf,	five,	five,	True
sixe,	six,	six,	True
five,	five,	five,	True
eige,	eight,	eight,	True
eighe,	eight,	eight,	True
frt,	four,	four,	True
twof,	two,	two,	True
five,	five,	five,	True
one,	one,	one,	True
,	seven,	one,	False
five,	five,	five,	True
tioe,	two,	three,	False
osi,	nine,	six,	False
eif,	five,	eight,	False
nine,	nine,	one,	False
twoe,	two,	two,	True
fie,	five,	six,	False
five,	five,	five,	True
eighe,	eight,	eight,	True
foieg,	four,	four,	True
,	seven,	three,	False
