Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
n,	nine,	one,	False
two,	two,	two,	True
thret,	three,	three,	True
thret,	three,	three,	True
nine,	nine,	nine,	True
foure,	four,	four,	True
nin,	nine,	nine,	True
sevne,	seven,	seven,	True
one,	one,	one,	True
oe,	two,	four,	False
o,	zero,	one,	False
one,	one,	one,	True
two,	two,	two,	True
twoe,	two,	two,	True
sevn,	seven,	seven,	True
four,	four,	four,	True
five,	five,	five,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
four,	four,	four,	True
eighte,	eight,	eight,	True
five,	five,	five,	True
six,	six,	two,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
three,	three,	three,	True
ofox,	four,	six,	False
four,	four,	four,	True
egx,	six,	eight,	False
two,	two,	two,	True
eive,	five,	five,	True
fi,	five,	five,	True
fo,	four,	four,	True
twoe,	two,	two,	True
twr,	two,	three,	False
four,	four,	four,	True
f,	five,	four,	False
he,	three,	three,	True
n,	nine,	one,	False
sevene,	seven,	seven,	True
two,	two,	two,	True
sixe,	six,	three,	False
eg,	nine,	six,	False
twfo,	two,	four,	False
itw,	two,	eight,	False
twoig,	two,	two,	True
f,	four,	four,	True
nine,	nine,	nine,	True
zer,	zero,	zero,	True
two,	two,	two,	True
five,	five,	five,	True
,	six,	two,	False
two,	two,	two,	True
six,	six,	six,	True
fiv,	five,	five,	True
seiosex,	six,	six,	True
sevte,	seven,	seven,	True
sen,	seven,	seven,	True
ei,	five,	eight,	False
zero,	zero,	zero,	True
six,	six,	six,	True
nin,	nine,	nine,	True
,	nine,	one,	False
nin,	nine,	nine,	True
six,	six,	seven,	False
siven,	seven,	seven,	True
threig,	three,	three,	True
sixix,	six,	six,	True
nin,	nine,	nine,	True
for,	four,	four,	True
n,	nine,	one,	False
six,	six,	six,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
thrhre,	three,	three,	True
on,	one,	one,	True
ninig,	nine,	nine,	True
sivn,	seven,	seven,	True
oe,	two,	four,	False
swv,	five,	three,	False
six,	six,	six,	True
fo,	four,	four,	True
two,	two,	two,	True
fi,	five,	four,	False
zeo,	zero,	zero,	True
ie,	three,	zero,	False
six,	six,	six,	True
six,	six,	six,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
ne,	nine,	three,	False
six,	six,	six,	True
five,	five,	five,	True
five,	five,	five,	True
e,	three,	one,	False
fo,	four,	four,	True
i,	nine,	seven,	False
eixg,	six,	three,	False
,	one,	one,	True
fo,	four,	four,	True
nine,	nine,	nine,	True
eighin,	eight,	eight,	True
sev,	seven,	seven,	True
o,	five,	four,	False
fi,	five,	five,	True
f,	five,	four,	False
n,	nine,	nine,	True
or,	four,	four,	True
two,	two,	two,	True
thri,	three,	three,	True
fi,	five,	seven,	False
six,	six,	six,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
fivef,	five,	five,	True
six,	six,	two,	False
i,	one,	eight,	False
eig,	eight,	eight,	True
siven,	seven,	seven,	True
nine,	nine,	nine,	True
one,	one,	one,	True
n,	nine,	one,	False
iv,	four,	five,	False
sev,	seven,	seven,	True
five,	five,	five,	True
nine,	nine,	nine,	True
two,	two,	two,	True
tren,	three,	three,	True
five,	five,	five,	True
e,	three,	one,	False
zeo,	zero,	zero,	True
n,	nine,	nine,	True
hr,	four,	three,	False
nine,	nine,	nine,	True
one,	one,	one,	True
two,	two,	two,	True
n,	nine,	one,	False
in,	five,	eight,	False
s,	six,	seven,	False
six,	six,	six,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
i,	nine,	five,	False
six,	six,	three,	False
tir,	three,	two,	False
n,	nine,	nine,	True
seven,	seven,	seven,	True
zero,	zero,	zero,	True
twoin,	two,	two,	True
o,	four,	zero,	False
feve,	five,	seven,	False
nine,	nine,	nine,	True
six,	six,	six,	True
n,	nine,	one,	False
three,	three,	three,	True
sevni,	seven,	seven,	True
nre,	three,	three,	True
zro,	zero,	zero,	True
five,	five,	five,	True
zer,	zero,	zero,	True
the,	two,	three,	False
ne,	nine,	one,	False
eg,	nine,	one,	False
zer,	zero,	zero,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
seven,	seven,	seven,	True
four,	four,	four,	True
wo,	two,	two,	True
nin,	nine,	nine,	True
on,	one,	one,	True
sevn,	seven,	seven,	True
sexr,	six,	six,	True
one,	one,	one,	True
fur,	four,	four,	True
te,	two,	three,	False
twoig,	two,	two,	True
fivour,	five,	four,	False
one,	one,	one,	True
vthre,	three,	three,	True
fourig,	four,	four,	True
sev,	seven,	seven,	True
five,	five,	five,	True
onein,	one,	one,	True
fiv,	five,	five,	True
fivur,	five,	four,	False
ero,	zero,	zero,	True
two,	two,	two,	True
five,	five,	five,	True
nin,	nine,	nine,	True
three,	three,	three,	True
ne,	nine,	one,	False
nine,	nine,	nine,	True
onv,	one,	one,	True
two,	two,	zero,	False
sigh,	nine,	eight,	False
ser,	three,	zero,	False
fur,	four,	four,	True
fio,	five,	four,	False
thr,	three,	three,	True
on,	one,	four,	False
four,	four,	four,	True
ev,	five,	eight,	False
nin,	nine,	nine,	True
three,	three,	three,	True
e,	three,	five,	False
tw,	two,	two,	True
twoin,	two,	two,	True
nine,	nine,	nine,	True
nine,	nine,	nine,	True
itgh,	eight,	eight,	True
nin,	nine,	nine,	True
sevexn,	seven,	seven,	True
six,	six,	six,	True
our,	four,	four,	True
nine,	nine,	nine,	True
seve,	seven,	seven,	True
sov,	five,	three,	False
nin,	nine,	nine,	True
five,	five,	five,	True
sivei,	five,	seven,	False
sev,	seven,	seven,	True
five,	five,	five,	True
the,	three,	three,	True
zex,	six,	zero,	False
two,	two,	two,	True
five,	five,	five,	True
nine,	nine,	nine,	True
on,	one,	one,	True
zero,	zero,	zero,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
tw,	two,	eight,	False
three,	three,	three,	True
seven,	seven,	seven,	True
on,	one,	one,	True
fiv,	five,	five,	True
ninig,	nine,	nine,	True
sev,	seven,	seven,	True
seven,	seven,	seven,	True
ztro,	zero,	zero,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
six,	six,	six,	True
sevn,	seven,	seven,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
re,	three,	three,	True
nin,	nine,	nine,	True
on,	one,	one,	True
thret,	three,	three,	True
nin,	nine,	nine,	True
zsero,	zero,	zero,	True
sevevn,	seven,	seven,	True
six,	six,	six,	True
nin,	nine,	nine,	True
six,	six,	six,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
fur,	four,	four,	True
figfh,	five,	eight,	False
the,	three,	three,	True
zer,	zero,	zero,	True
nsix,	six,	six,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
one,	one,	one,	True
fou,	four,	four,	True
sev,	seven,	seven,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
sixen,	six,	seven,	False
fonur,	four,	four,	True
tixtg,	six,	three,	False
fon,	one,	nine,	False
eighn,	eight,	eight,	True
zro,	zero,	zero,	True
nin,	nine,	nine,	True
ig,	eight,	eight,	True
four,	four,	four,	True
fvur,	four,	four,	True
nigh,	nine,	eight,	False
sevnv,	seven,	seven,	True
,	six,	four,	False
siv,	five,	seven,	False
four,	four,	four,	True
seven,	seven,	seven,	True
on,	one,	one,	True
igh,	nine,	eight,	False
two,	two,	two,	True
one,	one,	one,	True
two,	two,	three,	False
,	seven,	six,	False
eigh,	eight,	eight,	True
seve,	seven,	seven,	True
,	four,	eight,	False
n,	nine,	one,	False
nin,	nine,	nine,	True
s,	five,	six,	False
twre,	two,	three,	False
to,	two,	two,	True
sev,	seven,	seven,	True
five,	five,	five,	True
fiv,	five,	five,	True
en,	one,	eight,	False
twoe,	two,	two,	True
ze,	three,	zero,	False
tw,	two,	two,	True
zero,	zero,	zero,	True
seven,	seven,	seven,	True
sex,	six,	six,	True
sex,	six,	zero,	False
sixo,	six,	zero,	False
nin,	nine,	nine,	True
twre,	two,	three,	False
th,	three,	three,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
sx,	six,	six,	True
nine,	nine,	nine,	True
one,	one,	one,	True
t,	two,	two,	True
twohre,	three,	three,	True
zsixin,	six,	six,	True
e,	three,	six,	False
fov,	four,	five,	False
two,	two,	six,	False
eigh,	eight,	eight,	True
eig,	eight,	eight,	True
t,	two,	three,	False
tw,	two,	two,	True
se,	three,	six,	False
sev,	seven,	six,	False
gh,	eight,	two,	False
fn,	one,	one,	True
n,	nine,	one,	False
fou,	four,	four,	True
t,	two,	eight,	False
our,	four,	four,	True
zer,	zero,	zero,	True
fou,	four,	four,	True
,	six,	two,	False
six,	six,	six,	True
,	three,	one,	False
n,	nine,	one,	False
fo,	four,	four,	True
fex,	six,	eight,	False
sev,	seven,	seven,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
tohre,	three,	three,	True
sevo,	seven,	seven,	True
eh,	four,	eight,	False
sixs,	six,	six,	True
sex,	six,	six,	True
eigh,	eight,	eight,	True
five,	five,	five,	True
o,	four,	one,	False
five,	five,	five,	True
sx,	six,	six,	True
ueigh,	eight,	eight,	True
ine,	nine,	nine,	True
zero,	zero,	zero,	True
th,	three,	three,	True
four,	four,	four,	True
fur,	four,	four,	True
two,	two,	two,	True
on,	one,	one,	True
zero,	zero,	zero,	True
zsr,	three,	zero,	False
fo,	four,	four,	True
eg,	nine,	eight,	False
sex,	six,	six,	True
fiv,	five,	nine,	False
eih,	five,	eight,	False
six,	six,	six,	True
one,	one,	one,	True
fi,	five,	five,	True
sei,	six,	seven,	False
siv,	three,	seven,	False
ur,	four,	four,	True
sev,	seven,	seven,	True
i,	nine,	seven,	False
on,	one,	one,	True
eiw,	five,	eight,	False
nini,	nine,	nine,	True
x,	six,	six,	True
tw,	two,	two,	True
ig,	seven,	eight,	False
seve,	seven,	seven,	True
four,	four,	four,	True
nine,	nine,	nine,	True
foure,	four,	four,	True
two,	two,	two,	True
t,	two,	eight,	False
o,	four,	one,	False
one,	one,	one,	True
foe,	four,	four,	True
five,	five,	five,	True
on,	one,	one,	True
five,	five,	five,	True
fou,	four,	four,	True
sex,	six,	seven,	False
,	five,	zero,	False
eigh,	eight,	eight,	True
sev,	seven,	seven,	True
fie,	five,	five,	True
zrnin,	nine,	nine,	True
three,	three,	three,	True
ou,	two,	one,	False
te,	three,	three,	True
three,	three,	three,	True
feog,	five,	seven,	False
ighg,	eight,	eight,	True
four,	four,	four,	True
,	seven,	eight,	False
zeroe,	zero,	zero,	True
four,	four,	four,	True
teo,	two,	zero,	False
fiv,	five,	five,	True
four,	four,	four,	True
eght,	eight,	eight,	True
ew,	two,	two,	True
ein,	one,	seven,	False
sex,	six,	six,	True
wo,	two,	two,	True
to,	two,	three,	False
eig,	eight,	eight,	True
four,	four,	four,	True
zero,	zero,	zero,	True
five,	five,	five,	True
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
sixe,	six,	six,	True
three,	three,	three,	True
sixg,	six,	six,	True
eigh,	eight,	eight,	True
twhre,	three,	three,	True
nin,	nine,	nine,	True
tsher,	three,	three,	True
eigig,	eight,	eight,	True
two,	two,	three,	False
t,	two,	nine,	False
nine,	nine,	nine,	True
one,	one,	one,	True
four,	four,	four,	True
,	three,	zero,	False
w,	two,	three,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
zero,	zero,	zero,	True
fon,	one,	four,	False
zer,	zero,	zero,	True
fi,	five,	five,	True
,	seven,	zero,	False
foe,	four,	seven,	False
siet,	six,	six,	True
nin,	nine,	nine,	True
,	nine,	two,	False
nin,	nine,	nine,	True
sev,	seven,	seven,	True
er,	three,	zero,	False
fi,	five,	five,	True
eght,	eight,	eight,	True
sex,	six,	seven,	False
fgour,	four,	four,	True
eigh,	eight,	eight,	True
ethr,	three,	three,	True
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
si,	six,	six,	True
four,	four,	four,	True
two,	two,	two,	True
three,	three,	three,	True
threi,	three,	three,	True
zert,	zero,	zero,	True
two,	two,	two,	True
tin,	ten,	two,	False
sive,	five,	seven,	False
fi,	five,	five,	True
sevn,	seven,	seven,	True
fo,	four,	four,	True
tix,	six,	six,	True
sevn,	seven,	seven,	True
nine,	nine,	nine,	True
r,	four,	zero,	False
fie,	five,	five,	True
fo,	four,	two,	False
nine,	nine,	nine,	True
nin,	nine,	nine,	True
e,	three,	zero,	False
four,	four,	four,	True
on,	one,	one,	True
ei,	five,	two,	False
ig,	eight,	eight,	True
seve,	seven,	seven,	True
fie,	five,	five,	True
e,	three,	six,	False
ht,	eight,	eight,	True
fove,	five,	five,	True
ih,	nine,	eight,	False
tw,	two,	two,	True
on,	one,	one,	True
nine,	nine,	nine,	True
fovrer,	four,	four,	True
nine,	nine,	nine,	True
sixf,	six,	six,	True
twg,	two,	two,	True
eigh,	eight,	eight,	True
se,	seven,	seven,	True
figh,	five,	eight,	False
two,	two,	two,	True
six,	six,	six,	True
h,	four,	four,	True
nine,	nine,	nine,	True
three,	three,	three,	True
two,	two,	two,	True
ix,	six,	six,	True
two,	two,	two,	True
eo,	zero,	zero,	True
eigh,	eight,	eight,	True
sixen,	six,	seven,	False
thr,	three,	three,	True
fine,	nine,	five,	False
e,	three,	five,	False
ninet,	nine,	nine,	True
nene,	nine,	nine,	True
sio,	six,	seven,	False
fign,	five,	eight,	False
five,	five,	five,	True
en,	one,	nine,	False
three,	three,	three,	True
twhre,	three,	three,	True
o,	four,	one,	False
five,	five,	five,	True
nfinv,	five,	nine,	False
sev,	seven,	seven,	True
zhre,	three,	three,	True
fo,	four,	four,	True
,	three,	three,	True
fivf,	five,	five,	True
sevei,	seven,	seven,	True
nine,	nine,	nine,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
i,	nine,	zero,	False
on,	one,	one,	True
two,	two,	two,	True
tohr,	four,	three,	False
sixf,	six,	six,	True
five,	five,	nine,	False
oe,	zero,	one,	False
er,	four,	zero,	False
er,	four,	zero,	False
ev,	five,	nine,	False
on,	one,	one,	True
nine,	nine,	nine,	True
e,	three,	zero,	False
ro,	four,	zero,	False
on,	one,	one,	True
nine,	nine,	nine,	True
nine,	nine,	nine,	True
thr,	three,	three,	True
sivti,	five,	seven,	False
t,	two,	three,	False
sevn,	seven,	seven,	True
one,	one,	one,	True
oine,	nine,	one,	False
on,	one,	one,	True
,	one,	zero,	False
on,	one,	one,	True
nin,	nine,	nine,	True
f,	five,	four,	False
for,	four,	four,	True
three,	three,	three,	True
six,	six,	six,	True
six,	six,	seven,	False
forn,	four,	four,	True
i,	nine,	nine,	True
for,	four,	four,	True
one,	one,	one,	True
sx,	six,	six,	True
nine,	nine,	nine,	True
three,	three,	three,	True
fi,	five,	four,	False
f,	four,	four,	True
three,	three,	three,	True
fo,	four,	four,	True
sev,	seven,	seven,	True
n,	nine,	one,	False
in,	three,	nine,	False
f,	five,	four,	False
seveixg,	seven,	seven,	True
to,	two,	two,	True
five,	five,	five,	True
ni,	nine,	nine,	True
i,	one,	two,	False
r,	four,	zero,	False
sev,	seven,	seven,	True
thr,	three,	three,	True
nin,	nine,	nine,	True
fve,	five,	five,	True
tw,	two,	two,	True
six,	six,	six,	True
fiv,	five,	five,	True
erig,	three,	zero,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
nin,	nine,	nine,	True
six,	six,	six,	True
fv,	five,	seven,	False
tixtin,	six,	two,	False
five,	five,	five,	True
five,	five,	five,	True
ix,	six,	eight,	False
fig,	five,	eight,	False
six,	six,	six,	True
five,	five,	five,	True
five,	five,	five,	True
eighig,	eight,	eight,	True
two,	two,	two,	True
nin,	nine,	nine,	True
xfiv,	five,	five,	True
fiv,	five,	five,	True
on,	one,	one,	True
iv,	four,	three,	False
to,	two,	two,	True
eight,	eight,	eight,	True
three,	three,	three,	True
zer,	zero,	zero,	True
ot,	eight,	one,	False
,	three,	four,	False
eigh,	eight,	eight,	True
t,	two,	two,	True
tie,	two,	three,	False
two,	two,	two,	True
xr,	four,	zero,	False
one,	one,	one,	True
hon,	one,	one,	True
for,	four,	four,	True
on,	one,	one,	True
tw,	two,	two,	True
ero,	zero,	zero,	True
zix,	six,	six,	True
eigthni,	eight,	eight,	True
e,	three,	one,	False
fi,	five,	four,	False
on,	one,	one,	True
nin,	nine,	nine,	True
sixs,	six,	six,	True
foure,	four,	four,	True
sev,	seven,	seven,	True
fovr,	four,	four,	True
two,	two,	two,	True
eighs,	eight,	eight,	True
t,	two,	three,	False
eixt,	six,	eight,	False
r,	four,	zero,	False
e,	three,	one,	False
fiv,	five,	five,	True
nive,	five,	nine,	False
fiv,	five,	five,	True
seven,	seven,	seven,	True
sixe,	six,	six,	True
fo,	four,	four,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
n,	nine,	one,	False
ro,	four,	zero,	False
six,	six,	six,	True
six,	six,	six,	True
ih,	nine,	eight,	False
n,	nine,	one,	False
fiv,	five,	five,	True
zero,	zero,	zero,	True
two,	two,	two,	True
nine,	nine,	nine,	True
ne,	nine,	one,	False
on,	one,	one,	True
hrie,	three,	three,	True
tr,	three,	three,	True
enin,	nine,	nine,	True
tihv,	five,	three,	False
zeroig,	zero,	zero,	True
tw,	two,	two,	True
two,	two,	two,	True
zinin,	nine,	nine,	True
feve,	five,	seven,	False
fur,	four,	four,	True
sx,	six,	six,	True
eigtn,	eight,	eight,	True
n,	nine,	nine,	True
six,	six,	six,	True
five,	five,	five,	True
four,	four,	four,	True
two,	two,	two,	True
fve,	five,	five,	True
zerg,	zero,	zero,	True
wo,	two,	two,	True
three,	three,	three,	True
six,	six,	six,	True
six,	six,	six,	True
fivef,	five,	five,	True
thr,	three,	three,	True
thwre,	three,	three,	True
n,	nine,	one,	False
ern,	three,	two,	False
sev,	seven,	seven,	True
fv,	five,	five,	True
four,	four,	four,	True
twoin,	two,	two,	True
in,	five,	nine,	False
six,	six,	six,	True
nin,	nine,	nine,	True
er,	three,	zero,	False
two,	two,	two,	True
tw,	two,	two,	True
n,	nine,	nine,	True
sivn,	seven,	seven,	True
on,	one,	one,	True
nine,	nine,	nine,	True
igh,	five,	eight,	False
six,	six,	six,	True
n,	nine,	nine,	True
sivnvenin,	seven,	seven,	True
e,	three,	one,	False
wnino,	nine,	nine,	True
f,	five,	four,	False
zero,	zero,	zero,	True
zurf,	three,	zero,	False
two,	two,	two,	True
eig,	eight,	eight,	True
ninr,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
ig,	nine,	eight,	False
thwre,	three,	three,	True
z,	two,	six,	False
tre,	three,	three,	True
eig,	eight,	eight,	True
eig,	eight,	eight,	True
two,	two,	two,	True
eite,	eight,	eight,	True
eig,	eight,	eight,	True
siv,	five,	seven,	False
fivw,	five,	seven,	False
ser,	three,	zero,	False
fur,	four,	four,	True
tw,	two,	two,	True
ivn,	five,	nine,	False
fwo,	four,	two,	False
two,	two,	two,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
siv,	five,	seven,	False
five,	five,	five,	True
iv,	four,	six,	False
z,	two,	zero,	False
finei,	nine,	nine,	True
tin,	ten,	two,	False
two,	two,	two,	True
five,	five,	five,	True
fure,	four,	four,	True
oe,	two,	four,	False
nin,	nine,	nine,	True
n,	nine,	nine,	True
,	nine,	one,	False
twoe,	two,	two,	True
swv,	five,	four,	False
tvre,	three,	three,	True
f,	five,	four,	False
six,	six,	three,	False
four,	four,	four,	True
nin,	nine,	nine,	True
sevn,	seven,	seven,	True
on,	one,	one,	True
ero,	zero,	zero,	True
sevni,	seven,	seven,	True
nin,	nine,	nine,	True
fre,	three,	four,	False
nin,	nine,	nine,	True
sis,	six,	six,	True
fo,	four,	four,	True
fo,	four,	four,	True
eigin,	eight,	eight,	True
sevn,	seven,	seven,	True
five,	five,	five,	True
four,	four,	four,	True
nin,	nine,	nine,	True
fv,	five,	five,	True
nin,	nine,	nine,	True
n,	nine,	nine,	True
enin,	nine,	one,	False
o,	four,	two,	False
ne,	nine,	nine,	True
,	six,	five,	False
tsi,	three,	three,	True
fur,	four,	four,	True
n,	nine,	one,	False
fve,	five,	five,	True
ze,	two,	zero,	False
nivf,	five,	nine,	False
niveg,	five,	nine,	False
siv,	five,	seven,	False
igh,	nine,	eight,	False
tro,	three,	three,	True
zurf,	three,	zero,	False
one,	one,	one,	True
five,	five,	five,	True
tw,	two,	two,	True
sev,	seven,	seven,	True
zero,	zero,	zero,	True
sixo,	six,	six,	True
eih,	nine,	eight,	False
sixt,	six,	six,	True
five,	five,	five,	True
fiv,	five,	five,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
n,	nine,	three,	False
eigh,	eight,	eight,	True
zno,	zero,	zero,	True
nin,	nine,	nine,	True
tixtwt,	six,	three,	False
seve,	seven,	seven,	True
sto,	two,	seven,	False
two,	two,	two,	True
fo,	four,	four,	True
tw,	two,	two,	True
eig,	eight,	eight,	True
on,	one,	one,	True
si,	six,	three,	False
i,	nine,	eight,	False
eig,	eight,	eight,	True
the,	three,	three,	True
six,	six,	zero,	False
three,	three,	three,	True
one,	one,	one,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
six,	six,	six,	True
fiv,	five,	five,	True
zru,	three,	zero,	False
eigh,	eight,	eight,	True
tre,	three,	three,	True
five,	five,	five,	True
fou,	four,	four,	True
one,	one,	one,	True
fou,	four,	four,	True
figh,	five,	eight,	False
eght,	eight,	eight,	True
zero,	zero,	zero,	True
five,	five,	five,	True
on,	one,	one,	True
sev,	seven,	seven,	True
zero,	zero,	zero,	True
oi,	nine,	two,	False
seirf,	five,	two,	False
zer,	zero,	zero,	True
nev,	nine,	nine,	True
seivsex,	six,	six,	True
,	five,	nine,	False
oune,	one,	one,	True
eigh,	eight,	eight,	True
t,	two,	three,	False
nine,	nine,	nine,	True
e,	three,	eight,	False
two,	two,	two,	True
five,	five,	five,	True
four,	four,	four,	True
si,	six,	six,	True
nine,	nine,	nine,	True
oin,	nine,	nine,	True
one,	one,	one,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
ning,	nine,	nine,	True
one,	one,	one,	True
nine,	nine,	nine,	True
ur,	four,	four,	True
five,	five,	five,	True
nenin,	nine,	one,	False
tw,	two,	zero,	False
thoetw,	two,	three,	False
six,	six,	six,	True
e,	three,	one,	False
zer,	zero,	zero,	True
six,	six,	six,	True
six,	six,	six,	True
iwht,	eight,	eight,	True
three,	three,	three,	True
five,	five,	five,	True
fin,	five,	seven,	False
zero,	zero,	zero,	True
five,	five,	five,	True
eo,	two,	zero,	False
nine,	nine,	nine,	True
ewe,	two,	three,	False
swo,	two,	zero,	False
zero,	zero,	zero,	True
fiveig,	five,	five,	True
sixit,	six,	six,	True
two,	two,	two,	True
seven,	seven,	seven,	True
two,	two,	two,	True
fourit,	four,	four,	True
zer,	zero,	zero,	True
f,	five,	six,	False
zero,	zero,	zero,	True
fur,	four,	four,	True
nin,	nine,	nine,	True
ine,	nine,	nine,	True
five,	five,	five,	True
one,	one,	one,	True
fiv,	five,	five,	True
five,	five,	five,	True
nin,	nine,	nine,	True
ex,	six,	three,	False
io,	two,	four,	False
sev,	seven,	seven,	True
on,	one,	one,	True
sev,	seven,	seven,	True
sou,	two,	four,	False
two,	two,	two,	True
eight,	eight,	eight,	True
two,	two,	two,	True
zero,	zero,	zero,	True
r,	four,	zero,	False
re,	three,	three,	True
nine,	nine,	nine,	True
zero,	zero,	zero,	True
sev,	seven,	seven,	True
eo,	zero,	zero,	True
,	two,	one,	False
nine,	nine,	nine,	True
one,	one,	one,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
seve,	seven,	seven,	True
fiv,	five,	four,	False
te,	two,	three,	False
,	nine,	seven,	False
n,	nine,	nine,	True
etwght,	eight,	eight,	True
ev,	five,	seven,	False
thoe,	two,	three,	False
two,	two,	two,	True
h,	four,	zero,	False
eigh,	eight,	eight,	True
on,	one,	one,	True
zero,	zero,	zero,	True
sex,	six,	six,	True
w,	two,	six,	False
three,	three,	three,	True
nin,	nine,	nine,	True
two,	two,	three,	False
on,	one,	one,	True
twhre,	three,	three,	True
i,	one,	four,	False
foe,	four,	four,	True
sevn,	seven,	seven,	True
the,	three,	three,	True
two,	two,	three,	False
in,	five,	three,	False
igho,	nine,	eight,	False
eixe,	six,	eight,	False
twe,	two,	two,	True
teo,	two,	zero,	False
tw,	two,	two,	True
senwo,	seven,	seven,	True
five,	five,	five,	True
eige,	eight,	eight,	True
twore,	two,	three,	False
five,	five,	five,	True
on,	one,	one,	True
six,	six,	six,	True
eig,	eight,	eight,	True
zero,	zero,	zero,	True
sixe,	six,	six,	True
three,	three,	three,	True
sx,	six,	six,	True
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
fone,	one,	one,	True
tw,	two,	three,	False
two,	two,	two,	True
o,	four,	one,	False
fou,	four,	four,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
n,	nine,	four,	False
tev,	five,	seven,	False
four,	four,	four,	True
trin,	three,	three,	True
enone,	one,	one,	True
eo,	zero,	zero,	True
seven,	seven,	seven,	True
twr,	two,	zero,	False
six,	six,	six,	True
sihe,	six,	three,	False
sivnfne,	nine,	seven,	False
one,	one,	one,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
one,	one,	one,	True
fo,	four,	five,	False
zere,	zero,	zero,	True
nin,	nine,	nine,	True
six,	six,	seven,	False
twot,	two,	two,	True
neie,	nine,	nine,	True
seve,	seven,	seven,	True
sis,	six,	six,	True
zeroe,	zero,	zero,	True
eigh,	eight,	eight,	True
sixe,	six,	six,	True
tewo,	two,	zero,	False
tert,	three,	zero,	False
four,	four,	four,	True
on,	one,	one,	True
for,	four,	four,	True
onei,	one,	one,	True
one,	one,	one,	True
two,	two,	two,	True
ni,	nine,	nine,	True
zer,	zero,	zero,	True
onet,	one,	one,	True
the,	three,	three,	True
io,	two,	three,	False
on,	one,	one,	True
zr,	zero,	zero,	True
sev,	seven,	seven,	True
ft,	five,	four,	False
foe,	four,	four,	True
fo,	four,	four,	True
fev,	five,	seven,	False
eighte,	eight,	eight,	True
sixe,	six,	six,	True
five,	five,	five,	True
otw,	two,	two,	True
eighxe,	eight,	eight,	True
onini,	nine,	nine,	True
two,	two,	two,	True
on,	one,	one,	True
seve,	seven,	seven,	True
eg,	seven,	eight,	False
ninin,	nine,	nine,	True
twxe,	two,	six,	False
two,	two,	two,	True
shr,	three,	three,	True
sive,	five,	seven,	False
nine,	nine,	nine,	True
for,	four,	four,	True
,	seven,	three,	False
sev,	seven,	seven,	True
hre,	three,	three,	True
tw,	two,	three,	False
eig,	eight,	eight,	True
te,	three,	three,	True
two,	two,	two,	True
six,	six,	six,	True
fo,	four,	four,	True
seinein,	nine,	seven,	False
fore,	four,	four,	True
eighte,	eight,	eight,	True
twot,	two,	two,	True
t,	two,	four,	False
nine,	nine,	nine,	True
seve,	seven,	seven,	True
fo,	four,	four,	True
two,	two,	three,	False
fivene,	five,	seven,	False
twxs,	two,	six,	False
fivt,	five,	five,	True
tw,	two,	two,	True
sixoe,	six,	seven,	False
one,	one,	one,	True
one,	one,	one,	True
nghe,	three,	eight,	False
ein,	one,	two,	False
five,	five,	five,	True
sevene,	seven,	seven,	True
sivene,	seven,	seven,	True
iro,	zero,	zero,	True
fie,	five,	five,	True
ne,	nine,	one,	False
on,	one,	one,	True
twoe,	two,	two,	True
eroe,	zero,	zero,	True
two,	two,	two,	True
fov,	five,	four,	False
toe,	two,	three,	False
sixe,	six,	six,	True
one,	one,	one,	True
zr,	zero,	zero,	True
sixe,	six,	six,	True
sixe,	six,	three,	False
twe,	two,	two,	True
f,	five,	five,	True
one,	one,	one,	True
sixe,	six,	six,	True
sione,	seven,	seven,	True
