Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
ne,	nine,	nine,	True
sivni,	seven,	seven,	True
eigh,	eight,	eight,	True
fo,	four,	four,	True
e,	Three,	six,	False
ourn,	four,	four,	True
the,	two,	thre,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
seiv,	five,	seven,	False
,	three,	zero,	False
two,	two,	two,	True
eig,	eight,	eight,	True
six,	six,	six,	True
tw,	two,	two,	True
on,	one,	one,	True
t,	two,	thre,	False
one,	one,	one,	True
in,	five,	seven,	False
nin,	nine,	nine,	True
tw,	two,	zero,	False
t,	two,	zero,	False
one,	one,	one,	True
twe,	two,	thre,	False
fiv,	five,	five,	True
five,	five,	five,	True
,	three,	four,	False
twn,	two,	two,	True
si,	six,	six,	True
,	two,	zero,	False
sev,	seven,	seven,	True
sev,	seven,	six,	False
to,	two,	six,	False
se,	three,	seven,	False
nen,	nine,	nine,	True
sive,	five,	six,	False
t,	two,	zero,	False
tw,	two,	two,	True
fev,	five,	five,	True
r,	four,	zero,	False
two,	two,	four,	False
two,	two,	two,	True
eto,	two,	two,	True
six,	six,	six,	True
e,	five,	eight,	False
igh,	nine,	eight,	False
thre,	three,	thre,	False
nie,	nine,	nine,	True
i,	nine,	nine,	True
seven,	seven,	seven,	True
fo,	four,	four,	True
five,	five,	five,	True
sei,	six,	seven,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
t,	two,	thre,	False
o,	zero,	thre,	False
tr,	three,	thre,	False
six,	six,	six,	True
,	three,	four,	False
sev,	seven,	seven,	True
on,	one,	one,	True
two,	two,	seven,	False
n,	nine,	nine,	True
,	three,	zero,	False
igh,	nine,	eight,	False
eg,	eight,	eight,	True
siv,	five,	seven,	False
siv,	five,	seven,	False
two,	two,	two,	True
fivf,	five,	five,	True
ero,	zero,	zero,	True
fiv,	five,	five,	True
on,	one,	one,	True
nig,	nine,	eight,	False
tw,	two,	two,	True
eigh,	eight,	eight,	True
tohret,	three,	thre,	False
twe,	two,	thre,	False
five,	five,	five,	True
wo,	two,	two,	True
two,	two,	two,	True
sev,	seven,	six,	False
six,	six,	six,	True
fiv,	five,	five,	True
o,	zero,	one,	False
five,	five,	five,	True
tw,	two,	two,	True
o,	four,	zero,	False
one,	one,	one,	True
one,	one,	one,	True
tre,	three,	thre,	False
fiv,	five,	five,	True
e,	three,	six,	False
nin,	nine,	nine,	True
,	one,	six,	False
six,	six,	six,	True
eigh,	eight,	eight,	True
sevwo,	seven,	seven,	True
n,	nine,	one,	False
fo,	four,	four,	True
feoe,	five,	eight,	False
ou,	two,	four,	False
thre,	three,	thre,	False
woninf,	one,	nine,	False
o,	nine,	zero,	False
on,	one,	one,	True
ero,	zero,	zero,	True
twoin,	two,	two,	True
twohri,	two,	thre,	False
tw,	two,	two,	True
twowo,	two,	zero,	False
fong,	four,	four,	True
sevfen,	seven,	seven,	True
six,	six,	six,	True
eight,	eight,	eight,	True
ne,	nine,	nine,	True
seven,	seven,	seven,	True
oneo,	one,	one,	True
te,	three,	thre,	False
five,	five,	five,	True
ni,	nine,	nine,	True
,	two,	nine,	False
eog,	two,	eight,	False
nine,	nine,	nine,	True
sev,	seven,	seven,	True
thre,	three,	thre,	False
er,	three,	zero,	False
on,	one,	nine,	False
two,	two,	thre,	False
fou,	four,	four,	True
n,	nine,	nine,	True
nineg,	nine,	nine,	True
fou,	four,	four,	True
fev,	five,	seven,	False
fne,	nine,	five,	False
twoe,	two,	thre,	False
five,	five,	five,	True
to,	two,	zero,	False
sevn,	seven,	seven,	True
on,	one,	one,	True
fvour,	four,	four,	True
fivg,	five,	five,	True
eightf,	eight,	eight,	True
fivef,	five,	five,	True
on,	one,	nine,	False
shro,	three,	zero,	False
six,	six,	six,	True
n,	nine,	one,	False
n,	nine,	nine,	True
one,	one,	one,	True
sevnen,	seven,	seven,	True
on,	one,	one,	True
sex,	six,	six,	True
six,	six,	six,	True
fur,	four,	four,	True
fth,	five,	thre,	False
five,	five,	five,	True
fo,	four,	four,	True
twg,	two,	two,	True
rei,	zero,	six,	False
on,	One,	one,	False
six,	six,	six,	True
se,	three,	seven,	False
fi,	five,	five,	True
er,	Three,	zero,	False
twr,	two,	thre,	False
eig,	eight,	eight,	True
on,	one,	one,	True
nin,	nine,	nine,	True
fou,	four,	four,	True
tw,	two,	two,	True
wo,	two,	zero,	False
,	nine,	five,	False
n,	nine,	nine,	True
finv,	five,	five,	True
fou,	four,	four,	True
twv,	two,	two,	True
thre,	three,	thre,	False
sixs,	six,	six,	True
sev,	seven,	seven,	True
n,	nine,	nine,	True
,	four,	two,	False
ro,	four,	zero,	False
,	seven,	zero,	False
five,	five,	five,	True
sevf,	seven,	seven,	True
thre,	three,	thre,	False
nin,	nine,	one,	False
f,	five,	four,	False
ero,	zero,	zero,	True
sevnen,	seven,	seven,	True
six,	six,	six,	True
six,	six,	six,	True
six,	six,	six,	True
two,	two,	two,	True
t,	two,	thre,	False
fiv,	five,	five,	True
nigh,	nine,	eight,	False
one,	one,	one,	True
eighn,	eight,	eight,	True
tro,	three,	zero,	False
foun,	four,	four,	True
ro,	two,	zero,	False
tw,	two,	zero,	False
twhe,	two,	thre,	False
n,	nine,	one,	False
nive,	five,	five,	True
twh,	two,	thre,	False
nine,	nine,	nine,	True
one,	one,	one,	True
thr,	three,	thre,	False
nin,	nine,	nine,	True
igf,	five,	eight,	False
n,	one,	nine,	False
two,	two,	two,	True
seveiei,	seven,	seven,	True
hg,	four,	thre,	False
eigh,	eight,	eight,	True
fivi,	five,	five,	True
tw,	two,	two,	True
siv,	five,	six,	False
n,	nine,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
five,	five,	five,	True
,	three,	zero,	False
,	four,	one,	False
fiv,	five,	five,	True
five,	five,	five,	True
nin,	nine,	nine,	True
e,	three,	one,	False
u,	four,	four,	True
r,	four,	zero,	False
ei,	five,	eight,	False
swxo,	six,	seven,	False
t,	two,	one,	False
hre,	three,	thre,	False
ro,	four,	zero,	False
r,	four,	zero,	False
sv,	seven,	six,	False
sev,	seven,	seven,	True
sw,	two,	two,	True
n,	nine,	nine,	True
eig,	eight,	eight,	True
,	six,	one,	False
fw,	four,	four,	True
sevo,	seven,	seven,	True
sixix,	six,	six,	True
sern,	three,	seven,	False
two,	two,	two,	True
two,	two,	two,	True
n,	nine,	nine,	True
ninin,	nine,	nine,	True
one,	one,	one,	True
sixf,	six,	six,	True
nin,	nine,	nine,	True
on,	one,	one,	True
fi,	five,	five,	True
nini,	nine,	nine,	True
eih,	three,	eight,	False
thre,	three,	thre,	False
oe,	two,	one,	False
swx,	six,	six,	True
tw,	two,	two,	True
fr,	four,	zero,	False
fi,	five,	five,	True
o,	four,	four,	True
hr,	four,	zero,	False
sin,	Seven,	seven,	False
eigh,	eight,	eight,	True
n,	nine,	one,	False
n,	nine,	one,	False
wo,	two,	two,	True
six,	six,	six,	True
fiv,	five,	five,	True
fou,	four,	four,	True
ers,	Three,	six,	False
fiov,	five,	five,	True
thr,	three,	thre,	False
siv,	five,	seven,	False
sivn,	seven,	seven,	True
ei,	five,	eight,	False
i,	nine,	zero,	False
irxf,	four,	six,	False
t,	two,	thre,	False
n,	nine,	six,	False
sevn,	seven,	seven,	True
w,	two,	two,	True
two,	two,	two,	True
fiv,	five,	five,	True
fo,	four,	four,	True
inin,	nine,	four,	False
tihr,	three,	thre,	False
,	seven,	nine,	False
on,	one,	one,	True
fo,	four,	four,	True
ih,	nine,	eight,	False
eight,	eight,	eight,	True
igt,	eight,	eight,	True
six,	six,	six,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
son,	seven,	seven,	True
o,	four,	four,	True
eign,	nine,	eight,	False
,	eight,	seven,	False
five,	five,	five,	True
on,	one,	one,	True
nin,	nine,	nine,	True
twx,	two,	zero,	False
siv,	five,	seven,	False
twoin,	two,	two,	True
on,	one,	one,	True
fourin,	four,	four,	True
eru,	zero,	zero,	True
in,	five,	two,	False
thre,	three,	thre,	False
thre,	three,	thre,	False
nine,	nine,	nine,	True
eigt,	eight,	eight,	True
fur,	four,	four,	True
siv,	five,	seven,	False
niu,	nine,	nine,	True
inin,	nine,	nine,	True
fevn,	five,	seven,	False
tre,	three,	thre,	False
,	three,	thre,	False
or,	four,	thre,	False
six,	six,	seven,	False
six,	six,	six,	True
or,	four,	one,	False
urin,	four,	four,	True
sev,	seven,	seven,	True
siu,	five,	six,	False
eio,	three,	eight,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
nino,	nine,	nine,	True
iur,	four,	four,	True
ix,	six,	six,	True
ne,	nine,	nine,	True
o,	zero,	nine,	False
two,	two,	two,	True
sivenin,	seven,	seven,	True
eur,	four,	zero,	False
fou,	four,	four,	True
twore,	two,	thre,	False
tw,	two,	zero,	False
eroit,	zero,	zero,	True
eigh,	eight,	eight,	True
ftire,	four,	thre,	False
fo,	four,	four,	True
nine,	nine,	nine,	True
si,	six,	six,	True
five,	Five,	five,	False
siv,	Five,	seven,	False
two,	two,	two,	True
svx,	six,	seven,	False
t,	two,	six,	False
five,	five,	five,	True
fiv,	five,	five,	True
fin,	five,	four,	False
six,	six,	six,	True
thre,	three,	thre,	False
tre,	three,	thre,	False
eigx,	eight,	eight,	True
wnin,	nine,	nine,	True
sixi,	six,	seven,	False
ninvu,	nine,	nine,	True
tihrt,	three,	thre,	False
o,	zero,	one,	False
eru,	four,	zero,	False
to,	two,	thre,	False
nine,	nine,	nine,	True
siveint,	seven,	seven,	True
ninen,	nine,	nine,	True
tre,	three,	thre,	False
hre,	three,	thre,	False
nini,	nine,	nine,	True
fo,	four,	four,	True
two,	two,	two,	True
threin,	three,	thre,	False
ot,	eight,	zero,	False
si,	six,	two,	False
for,	four,	four,	True
in,	one,	nine,	False
seiv,	five,	seven,	False
two,	two,	two,	True
six,	six,	six,	True
ot,	eight,	thre,	False
six,	six,	six,	True
er,	four,	zero,	False
sev,	seven,	seven,	True
seven,	seven,	seven,	True
five,	five,	five,	True
fiveo,	five,	five,	True
fone,	one,	one,	True
twix,	six,	two,	False
five,	five,	five,	True
sfeve,	five,	seven,	False
nive,	five,	nine,	False
vivf,	five,	five,	True
twot,	two,	two,	True
six,	six,	six,	True
six,	six,	six,	True
four,	four,	four,	True
eigh,	eight,	eight,	True
six,	six,	six,	True
seven,	seven,	seven,	True
thre,	three,	thre,	False
f,	four,	four,	True
orin,	four,	nine,	False
fiei,	five,	five,	True
one,	one,	one,	True
six,	six,	zero,	False
on,	one,	one,	True
ix,	six,	seven,	False
svrx,	six,	seven,	False
fur,	four,	four,	True
six,	six,	six,	True
on,	one,	one,	True
two,	two,	two,	True
ighg,	eight,	eight,	True
seve,	seven,	seven,	True
tf,	two,	six,	False
one,	one,	one,	True
o,	four,	one,	False
,	four,	six,	False
tohre,	three,	thre,	False
fhro,	four,	zero,	False
ei,	five,	zero,	False
,	four,	zero,	False
tgh,	three,	eight,	False
fiv,	five,	five,	True
,	three,	one,	False
nine,	nine,	nine,	True
fur,	four,	four,	True
sev,	seven,	seven,	True
eig,	eight,	eight,	True
four,	four,	four,	True
thre,	three,	thre,	False
r,	four,	zero,	False
n,	nine,	one,	False
o,	zero,	one,	False
efiv,	five,	five,	True
of,	four,	one,	False
five,	five,	five,	True
ie,	nine,	nine,	True
nin,	nine,	nine,	True
sis,	six,	six,	True
r,	four,	zero,	False
,	one,	zero,	False
sevin,	seven,	seven,	True
fiv,	five,	five,	True
hur,	four,	zero,	False
txtin,	six,	two,	False
on,	one,	one,	True
four,	four,	four,	True
sev,	seven,	seven,	True
ir,	Three,	zero,	False
nin,	nine,	nine,	True
o,	four,	zero,	False
sevin,	seven,	seven,	True
nine,	nine,	nine,	True
ror,	four,	zero,	False
four,	four,	four,	True
,	three,	one,	False
oin,	nine,	one,	False
,	two,	one,	False
sixnin,	six,	seven,	False
,	three,	one,	False
srt,	three,	six,	False
sivf,	five,	seven,	False
fov,	five,	four,	False
two,	two,	two,	True
f,	five,	five,	True
five,	five,	five,	True
seven,	seven,	seven,	True
on,	one,	one,	True
thr,	three,	thre,	False
ni,	nine,	nine,	True
fiv,	five,	five,	True
fo,	four,	four,	True
on,	one,	one,	True
i,	one,	thre,	False
fiv,	five,	five,	True
ero,	zero,	zero,	True
,	one,	zero,	False
sivfive,	five,	seven,	False
eigt,	eight,	eight,	True
fx,	six,	six,	True
to,	two,	two,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
furf,	four,	four,	True
fur,	four,	four,	True
ng,	nine,	one,	False
nin,	nine,	nine,	True
ro,	four,	zero,	False
fev,	five,	five,	True
ero,	zero,	zero,	True
four,	four,	four,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
four,	four,	four,	True
for,	four,	four,	True
hr,	four,	thre,	False
sif,	five,	six,	False
sevin,	seven,	seven,	True
sivgf,	five,	eight,	False
ing,	nine,	nine,	True
sxf,	six,	six,	True
ho,	four,	zero,	False
f,	four,	zero,	False
ztwof,	two,	two,	True
th,	two,	thre,	False
nt,	nine,	nine,	True
nin,	nine,	nine,	True
sevf,	seven,	seven,	True
nin,	nine,	nine,	True
sixf,	six,	six,	True
fourf,	four,	four,	True
i,	nine,	zero,	False
tsix,	six,	six,	True
fe,	five,	six,	False
i,	nine,	thre,	False
tw,	two,	two,	True
x,	six,	seven,	False
nin,	nine,	nine,	True
th,	three,	thre,	False
thref,	three,	thre,	False
o,	four,	eight,	False
ore,	four,	thre,	False
ounf,	One,	one,	False
rt,	three,	four,	False
eighf,	eight,	eight,	True
tox,	two,	six,	False
sexf,	six,	six,	True
fourn,	four,	four,	True
one,	one,	one,	True
t,	two,	thre,	False
fiv,	five,	five,	True
sixf,	six,	six,	True
sixf,	six,	six,	True
h,	four,	one,	False
fiv,	five,	five,	True
sfvef,	five,	seven,	False
eix,	six,	zero,	False
swx,	six,	two,	False
eig,	eight,	eight,	True
her,	four,	zero,	False
seve,	seven,	seven,	True
fivn,	five,	five,	True
of,	four,	one,	False
eigho,	eight,	eight,	True
thrf,	three,	thre,	False
fivef,	five,	five,	True
fiv,	five,	five,	True
ero,	zero,	zero,	True
ninf,	nine,	nine,	True
gf,	five,	eight,	False
feghf,	five,	eight,	False
fitohrei,	three,	thre,	False
eig,	eight,	eight,	True
four,	four,	four,	True
fe,	five,	five,	True
sif,	five,	zero,	False
feven,	seven,	seven,	True
,	one,	zero,	False
stof,	five,	thre,	False
fo,	four,	four,	True
trf,	three,	thre,	False
ger,	three,	zero,	False
zsixf,	six,	six,	True
thr,	three,	thre,	False
n,	nine,	nine,	True
eigf,	eight,	eight,	True
ti,	two,	zero,	False
hreo,	three,	zero,	False
six,	six,	six,	True
two,	two,	two,	True
,	nine,	one,	False
fiv,	five,	five,	True
thf,	five,	thre,	False
sivf,	five,	seven,	False
fiv,	five,	five,	True
sevn,	seven,	seven,	True
nin,	nine,	nine,	True
o,	zero,	zero,	True
thref,	three,	thre,	False
sx,	six,	six,	True
e,	three,	zero,	False
f,	four,	one,	False
siof,	six,	seven,	False
eionf,	five,	nine,	False
ro,	four,	zero,	False
erxt,	six,	zero,	False
n,	nine,	nine,	True
nini,	nine,	nine,	True
tihref,	three,	thre,	False
furf,	four,	four,	True
ft,	five,	thre,	False
igh,	nine,	eight,	False
erof,	four,	zero,	False
sie,	six,	six,	True
eight,	eight,	eight,	True
two,	two,	two,	True
feghfif,	five,	eight,	False
onu,	one,	one,	True
erf,	four,	zero,	False
fuf,	four,	four,	True
threfig,	three,	thre,	False
ninef,	nine,	nine,	True
to,	two,	two,	True
stwoin,	two,	two,	True
eigh,	eight,	eight,	True
tin,	ten,	thre,	False
of,	four,	one,	False
on,	one,	one,	True
twf,	two,	two,	True
sivi,	six,	seven,	False
fourn,	four,	four,	True
six,	six,	six,	True
fiv,	five,	five,	True
fo,	four,	four,	True
nin,	nine,	nine,	True
fu,	four,	four,	True
seve,	seven,	seven,	True
tet,	two,	thre,	False
onf,	one,	one,	True
fonf,	four,	one,	False
eighf,	eight,	eight,	True
oineo,	nine,	one,	False
sevf,	seven,	seven,	True
,	four,	two,	False
sevn,	seven,	seven,	True
nineo,	nine,	nine,	True
ign,	nine,	eight,	False
oef,	zero,	one,	False
n,	nine,	seven,	False
to,	two,	thre,	False
thr,	three,	thre,	False
thre,	three,	thre,	False
two,	two,	two,	True
nin,	nine,	nine,	True
tr,	three,	thre,	False
five,	five,	five,	True
tref,	three,	thre,	False
f,	Five,	four,	False
twof,	two,	two,	True
sigtf,	six,	eight,	False
fourf,	four,	four,	True
si,	six,	six,	True
fiv,	five,	five,	True
fo,	four,	four,	True
thri,	three,	thre,	False
tn,	ten,	thre,	False
siv,	five,	seven,	False
ninf,	nine,	nine,	True
fethref,	three,	thre,	False
thre,	three,	thre,	False
ouix,	six,	zero,	False
fiv,	five,	five,	True
nin,	nine,	nine,	True
eighf,	eight,	eight,	True
o,	zero,	zero,	True
sixf,	six,	six,	True
twon,	two,	two,	True
two,	two,	two,	True
two,	two,	two,	True
t,	two,	thre,	False
fiv,	five,	five,	True
sig,	six,	six,	True
sixo,	six,	six,	True
igtw,	eight,	eight,	True
sw,	two,	two,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
i,	one,	zero,	False
ighiwe,	five,	eight,	False
two,	two,	two,	True
fi,	five,	one,	False
fi,	five,	four,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
rn,	one,	two,	False
on,	one,	one,	True
eig,	eight,	eight,	True
eig,	eight,	eight,	True
swo,	two,	two,	True
,	one,	one,	True
two,	two,	two,	True
,	nine,	zero,	False
six,	six,	six,	True
tn,	ten,	two,	False
euo,	two,	zero,	False
iet,	nine,	eight,	False
ni,	nine,	nine,	True
on,	one,	one,	True
ig,	nine,	eight,	False
tw,	two,	two,	True
on,	one,	one,	True
six,	six,	six,	True
fwo,	four,	two,	False
nin,	nine,	nine,	True
nine,	nine,	nine,	True
sevn,	seven,	seven,	True
ig,	five,	eight,	False
sirn,	nine,	seven,	False
tige,	five,	thre,	False
sev,	seven,	seven,	True
i,	nine,	zero,	False
fin,	five,	seven,	False
si,	six,	seven,	False
treo,	three,	thre,	False
io,	two,	zero,	False
six,	six,	six,	True
w,	two,	two,	True
,	nine,	zero,	False
sev,	seven,	seven,	True
feig,	five,	eight,	False
two,	two,	two,	True
ivt,	five,	five,	True
fon,	four,	four,	True
six,	six,	six,	True
ninein,	nine,	nine,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
fou,	four,	four,	True
igh,	five,	eight,	False
ive,	five,	five,	True
th,	three,	thre,	False
iv,	four,	one,	False
nio,	nine,	nine,	True
furit,	four,	four,	True
fivr,	five,	four,	False
i,	one,	six,	False
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
sivn,	seven,	seven,	True
wi,	three,	four,	False
two,	two,	two,	True
twi,	two,	thre,	False
e,	three,	thre,	False
four,	four,	four,	True
six,	six,	six,	True
six,	six,	six,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
on,	one,	one,	True
wo,	two,	two,	True
two,	two,	two,	True
nwo,	two,	two,	True
eigh,	eight,	eight,	True
sivntig,	seven,	seven,	True
e,	three,	zero,	False
fiv,	five,	five,	True
one,	one,	one,	True
f,	four,	zero,	False
eig,	eight,	eight,	True
two,	two,	two,	True
x,	six,	thre,	False
six,	six,	six,	True
on,	one,	one,	True
ur,	four,	four,	True
twhr,	two,	thre,	False
tore,	four,	thre,	False
five,	five,	five,	True
eone,	one,	one,	True
six,	six,	six,	True
tro,	three,	zero,	False
nin,	nine,	nine,	True
sexnf,	six,	six,	True
,	two,	eight,	False
n,	nine,	zero,	False
five,	five,	five,	True
seie,	five,	seven,	False
on,	one,	one,	True
six,	six,	six,	True
eihtn,	eight,	eight,	True
fo,	four,	four,	True
on,	one,	one,	True
eig,	eight,	eight,	True
n,	nine,	nine,	True
oe,	two,	one,	False
,	five,	two,	False
,	Nine,	zero,	False
n,	nine,	nine,	True
tre,	three,	thre,	False
nin,	nine,	nine,	True
n,	nine,	one,	False
in,	Five,	five,	False
fiv,	five,	five,	True
twhoi,	two,	eight,	False
se,	three,	seven,	False
five,	five,	five,	True
,	two,	zero,	False
zthre,	three,	thre,	False
two,	two,	two,	True
twon,	two,	two,	True
six,	six,	six,	True
six,	six,	six,	True
,	six,	zero,	False
eigh,	eight,	eight,	True
sir,	three,	zero,	False
o,	zero,	zero,	True
znine,	nine,	nine,	True
,	seven,	six,	False
ninv,	nine,	nine,	True
ztw,	two,	two,	True
fiv,	five,	five,	True
z,	two,	zero,	False
five,	five,	five,	True
tr,	three,	thre,	False
on,	One,	one,	False
nin,	nine,	nine,	True
fr,	four,	four,	True
ni,	nine,	five,	False
six,	six,	six,	True
eight,	eight,	eight,	True
two,	two,	two,	True
zfou,	four,	four,	True
re,	three,	thre,	False
nine,	nine,	nine,	True
onret,	one,	one,	True
ztix,	six,	thre,	False
fo,	four,	four,	True
tw,	two,	two,	True
six,	six,	six,	True
fv,	five,	five,	True
five,	five,	five,	True
six,	six,	six,	True
w,	five,	four,	False
ewhe,	two,	eight,	False
one,	one,	one,	True
nine,	nine,	nine,	True
ero,	zero,	zero,	True
fw,	four,	two,	False
sevn,	seven,	seven,	True
fiv,	five,	five,	True
for,	four,	four,	True
iv,	four,	five,	False
eign,	eight,	eight,	True
iwh,	nine,	eight,	False
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
o,	zero,	four,	False
nin,	nine,	nine,	True
sevn,	seven,	seven,	True
two,	two,	two,	True
tre,	three,	thre,	False
o,	zero,	zero,	True
seix,	six,	seven,	False
fiv,	five,	five,	True
tw,	two,	two,	True
fo,	four,	four,	True
tore,	four,	thre,	False
fovur,	four,	four,	True
our,	four,	one,	False
twor,	two,	thre,	False
i,	nine,	five,	False
ei,	five,	eight,	False
sev,	seven,	seven,	True
o,	four,	four,	True
thre,	three,	thre,	False
ero,	zero,	zero,	True
o,	four,	zero,	False
seinx,	six,	seven,	False
sev,	seven,	seven,	True
twoin,	two,	two,	True
nin,	nine,	nine,	True
wo,	two,	two,	True
t,	two,	thre,	False
n,	nine,	nine,	True
fo,	four,	four,	True
thx,	six,	thre,	False
ev,	five,	five,	True
ne,	nine,	one,	False
i,	nine,	zero,	False
six,	six,	six,	True
six,	six,	six,	True
to,	two,	two,	True
nin,	nine,	nine,	True
fort,	four,	four,	True
eiv,	five,	eight,	False
sigh,	nine,	eight,	False
fiv,	five,	five,	True
eighw,	eight,	eight,	True
six,	six,	six,	True
fiv,	five,	five,	True
rxo,	six,	zero,	False
twre,	two,	thre,	False
fiv,	five,	five,	True
twore,	two,	thre,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
n,	nine,	nine,	True
fou,	four,	four,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
t,	two,	thre,	False
i,	One,	six,	False
seion,	seven,	seven,	True
sev,	seven,	seven,	True
to,	two,	thre,	False
oe,	two,	one,	False
four,	four,	four,	True
sevn,	seven,	seven,	True
,	seven,	seven,	True
two,	two,	two,	True
,	five,	zero,	False
ex,	six,	zero,	False
eigh,	eight,	eight,	True
on,	one,	one,	True
ro,	two,	zero,	False
ro,	four,	zero,	False
thr,	three,	thre,	False
er,	Three,	two,	False
,	five,	zero,	False
six,	six,	six,	True
six,	six,	six,	True
ou,	two,	one,	False
twe,	two,	thre,	False
fou,	four,	four,	True
e,	three,	one,	False
six,	six,	seven,	False
hrn,	three,	thre,	False
fonx,	five,	thre,	False
six,	six,	six,	True
tw,	two,	thre,	False
nf,	Nine,	one,	False
siv,	five,	seven,	False
fiv,	five,	five,	True
twn,	two,	two,	True
hr,	four,	thre,	False
xtwo,	two,	two,	True
on,	one,	one,	True
ero,	zero,	zero,	True
ro,	four,	zero,	False
eigh,	eight,	eight,	True
x,	six,	six,	True
nin,	nine,	nine,	True
ix,	six,	eight,	False
,	seven,	nine,	False
tnhre,	three,	thre,	False
x,	six,	six,	True
the,	two,	thre,	False
twhre,	three,	thre,	False
tho,	two,	thre,	False
sev,	seven,	seven,	True
ofiv,	five,	one,	False
fiv,	Five,	five,	False
eron,	One,	zero,	False
fou,	four,	four,	True
x,	six,	zero,	False
ort,	four,	zero,	False
nin,	nine,	nine,	True
six,	six,	six,	True
fou,	four,	four,	True
fu,	four,	four,	True
eix,	six,	zero,	False
ro,	zero,	zero,	True
nin,	nine,	nine,	True
six,	six,	six,	True
on,	one,	one,	True
nin,	nine,	nine,	True
twe,	two,	zero,	False
nin,	nine,	nine,	True
niv,	five,	nine,	False
nin,	nine,	nine,	True
,	Three,	two,	False
sir,	Three,	zero,	False
twhro,	two,	thre,	False
r,	four,	zero,	False
sevn,	seven,	seven,	True
fou,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
sivn,	seven,	seven,	True
fur,	four,	four,	True
nin,	nine,	nine,	True
o,	nine,	one,	False
thr,	three,	thre,	False
fiv,	five,	five,	True
enour,	Four,	four,	False
twh,	two,	thre,	False
wo,	two,	one,	False
e,	three,	seven,	False
tw,	two,	two,	True
thre,	three,	thre,	False
,	seven,	six,	False
tou,	two,	thre,	False
for,	four,	four,	True
o,	four,	one,	False
fiv,	five,	five,	True
eih,	five,	eight,	False
o,	nine,	one,	False
six,	six,	six,	True
two,	two,	two,	True
fiv,	five,	nine,	False
six,	six,	six,	True
oun,	one,	one,	True
fiv,	five,	five,	True
two,	two,	two,	True
eight,	eight,	eight,	True
four,	four,	four,	True
rx,	four,	zero,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
tih,	three,	thre,	False
one,	One,	one,	False
six,	Six,	six,	False
eig,	eight,	eight,	True
fo,	four,	four,	True
fiv,	five,	five,	True
on,	one,	one,	True
iv,	four,	eight,	False
tw,	two,	two,	True
to,	two,	two,	True
sev,	seven,	seven,	True
tw,	two,	two,	True
six,	six,	six,	True
,	three,	seven,	False
n,	nine,	one,	False
siv,	five,	six,	False
,	two,	nine,	False
wo,	two,	one,	False
six,	six,	six,	True
two,	two,	two,	True
foue,	four,	four,	True
eigo,	zero,	eight,	False
ig,	two,	eight,	False
igt,	eight,	eight,	True
r,	four,	zero,	False
two,	two,	two,	True
eig,	eight,	eight,	True
two,	two,	two,	True
ev,	five,	eight,	False
eih,	Five,	eight,	False
fi,	five,	four,	False
e,	three,	zero,	False
six,	six,	six,	True
sixix,	six,	six,	True
sevn,	seven,	seven,	True
fiv,	five,	five,	True
one,	one,	one,	True
two,	two,	two,	True
thrg,	three,	thre,	False
two,	two,	two,	True
eig,	eight,	eight,	True
two,	two,	two,	True
nin,	nine,	nine,	True
treirni,	three,	six,	False
fiv,	five,	five,	True
sivg,	five,	seven,	False
six,	six,	six,	True
oin,	nine,	one,	False
einin,	nine,	nine,	True
foive,	five,	five,	True
eigh,	eight,	eight,	True
fint,	five,	five,	True
in,	one,	nine,	False
two,	two,	two,	True
two,	two,	two,	True
,	five,	one,	False
t,	two,	thre,	False
nin,	nine,	nine,	True
igh,	nine,	eight,	False
o,	four,	one,	False
e,	three,	six,	False
o,	four,	one,	False
twe,	two,	eight,	False
erx,	three,	zero,	False
on,	one,	one,	True
tion,	three,	zero,	False
,	three,	thre,	False
sf,	five,	six,	False
r,	Four,	zero,	False
etg,	eight,	eight,	True
wnin,	nine,	nine,	True
two,	two,	two,	True
four,	four,	four,	True
nin,	nine,	nine,	True
five,	five,	five,	True
eig,	eight,	eight,	True
twoein,	two,	two,	True
,	three,	one,	False
sevn,	seven,	seven,	True
n,	nine,	nine,	True
nin,	nine,	nine,	True
eix,	six,	eight,	False
fiv,	five,	five,	True
fiv,	five,	five,	True
thre,	three,	thre,	False
seven,	seven,	seven,	True
fiv,	five,	five,	True
se,	seven,	seven,	True
