Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
one,	one,	one,	True
fo,	four,	four,	True
sisi,	six,	six,	True
tw,	two,	thre,	False
sixe,	six,	six,	True
nie,	nine,	nine,	True
fthr,	three,	thre,	False
five,	five,	five,	True
tw,	two,	two,	True
fivefen,	five,	seven,	False
six,	six,	six,	True
zerwo,	zero,	zero,	True
in,	five,	nine,	False
two,	two,	two,	True
five,	five,	five,	True
sevin,	seven,	seven,	True
two,	two,	two,	True
eivn,	five,	seven,	False
sev,	seven,	seven,	True
se,	three,	zero,	False
foure,	four,	four,	True
tw,	two,	two,	True
te,	three,	thre,	False
fiv,	five,	five,	True
nin,	nine,	nine,	True
sive,	five,	seven,	False
to,	two,	thre,	False
eig,	eight,	eight,	True
fieg,	five,	five,	True
thre,	three,	thre,	False
nin,	nine,	nine,	True
oine,	nine,	one,	False
four,	four,	four,	True
on,	one,	one,	True
ro,	four,	zero,	False
zero,	zero,	zero,	True
o,	zero,	four,	False
five,	five,	five,	True
is,	six,	eight,	False
fo,	four,	four,	True
onue,	one,	one,	True
one,	one,	one,	True
zs,	six,	zero,	False
ti,	two,	zero,	False
four,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
o,	zero,	zero,	True
zeroni,	zero,	zero,	True
zeo,	zero,	zero,	True
ighe,	eight,	eight,	True
fu,	four,	four,	True
siv,	five,	seven,	False
nin,	nine,	nine,	True
eighn,	eight,	eight,	True
five,	five,	five,	True
nin,	nine,	nine,	True
zer,	zero,	zero,	True
zero,	zero,	zero,	True
foure,	four,	four,	True
feoureg,	four,	four,	True
ne,	nine,	nine,	True
nineg,	nine,	nine,	True
foue,	four,	four,	True
twg,	two,	thre,	False
eigh,	eight,	eight,	True
tn,	ten,	thre,	False
zero,	zero,	zero,	True
fiv,	five,	five,	True
ri,	five,	zero,	False
twon,	two,	two,	True
five,	five,	five,	True
nsixe,	six,	six,	True
sevne,	seven,	seven,	True
sevn,	seven,	seven,	True
zro,	zero,	zero,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
oune,	one,	one,	True
sevene,	seven,	seven,	True
five,	five,	five,	True
nine,	nine,	nine,	True
one,	one,	one,	True
on,	one,	one,	True
two,	two,	two,	True
eig,	eight,	eight,	True
the,	two,	two,	True
eig,	eight,	eight,	True
fie,	Five,	one,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
fien,	five,	five,	True
eig,	eight,	eight,	True
thr,	three,	thre,	False
o,	four,	four,	True
zers,	zero,	six,	False
five,	five,	five,	True
tohre,	three,	thre,	False
eige,	eight,	eight,	True
ig,	eight,	eight,	True
eigh,	eight,	eight,	True
thre,	three,	thre,	False
the,	three,	thre,	False
ege,	nine,	eight,	False
four,	four,	four,	True
on,	one,	one,	True
eighe,	eight,	eight,	True
ne,	nine,	one,	False
zeron,	zero,	zero,	True
one,	one,	one,	True
zro,	zero,	zero,	True
ro,	zero,	zero,	True
te,	three,	thre,	False
eighe,	eight,	eight,	True
fivne,	five,	seven,	False
two,	two,	two,	True
zre,	Three,	zero,	False
zeroe,	zero,	zero,	True
nineni,	nine,	nine,	True
sig,	six,	six,	True
to,	two,	thre,	False
on,	one,	one,	True
twe,	two,	two,	True
fourg,	four,	four,	True
sev,	seven,	six,	False
on,	one,	one,	True
nin,	nine,	nine,	True
toe,	two,	thre,	False
oe,	one,	one,	True
t,	two,	thre,	False
o,	four,	one,	False
ge,	five,	eight,	False
sev,	seven,	seven,	True
zere,	zero,	six,	False
six,	six,	six,	True
fiv,	five,	five,	True
eige,	eight,	eight,	True
nin,	nine,	nine,	True
tige,	nine,	eight,	False
sevn,	seven,	seven,	True
sixon,	six,	zero,	False
xe,	six,	four,	False
to,	two,	two,	True
seixn,	six,	seven,	False
sixe,	six,	six,	True
ih,	nine,	eight,	False
ne,	nine,	one,	False
fo,	four,	four,	True
sevfen,	seven,	seven,	True
five,	five,	five,	True
siv,	five,	seven,	False
fore,	four,	four,	True
four,	four,	four,	True
zsv,	five,	seven,	False
eige,	eight,	eight,	True
fe,	five,	four,	False
ein,	One,	five,	False
eig,	eight,	eight,	True
i,	One,	eight,	False
n,	nine,	nine,	True
onu,	one,	one,	True
t,	two,	one,	False
nin,	nine,	nine,	True
hre,	three,	thre,	False
si,	six,	zero,	False
sevnx,	seven,	seven,	True
fivne,	five,	five,	True
zeiot,	zero,	zero,	True
sex,	six,	six,	True
f,	five,	four,	False
in,	five,	nine,	False
seivene,	seven,	seven,	True
o,	four,	one,	False
rn,	one,	zero,	False
i,	nine,	seven,	False
thrnin,	three,	thre,	False
eig,	eight,	eight,	True
fivn,	five,	five,	True
fiv,	five,	seven,	False
,	four,	one,	False
one,	one,	one,	True
thre,	three,	thre,	False
,	two,	six,	False
six,	six,	six,	True
four,	four,	four,	True
t,	two,	thre,	False
thrni,	three,	thre,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
tw,	two,	two,	True
fou,	four,	four,	True
sve,	five,	seven,	False
foue,	four,	four,	True
fiv,	five,	five,	True
sive,	five,	six,	False
,	three,	two,	False
tw,	two,	two,	True
toni,	one,	two,	False
,	seven,	zero,	False
eign,	eight,	eight,	True
oe,	One,	one,	False
i,	nine,	nine,	True
tzr,	three,	zero,	False
zer,	zero,	zero,	True
thre,	three,	thre,	False
fur,	four,	four,	True
fonr,	four,	four,	True
ur,	four,	four,	True
eig,	eight,	eight,	True
zeo,	zero,	zero,	True
ie,	nine,	two,	False
fiv,	five,	five,	True
erg,	three,	zero,	False
zo,	two,	zero,	False
thre,	three,	thre,	False
fue,	four,	four,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
re,	three,	zero,	False
siv,	Five,	seven,	False
fve,	five,	four,	False
ht,	eight,	eight,	True
one,	one,	one,	True
fo,	four,	four,	True
eig,	eight,	eight,	True
one,	one,	one,	True
twoeg,	two,	two,	True
,	nine,	seven,	False
twe,	two,	two,	True
two,	two,	two,	True
twre,	two,	thre,	False
one,	one,	one,	True
tw,	two,	two,	True
,	four,	four,	True
seve,	seven,	seven,	True
esix,	six,	six,	True
nine,	nine,	nine,	True
ixig,	six,	zero,	False
tw,	two,	two,	True
ere,	three,	zero,	False
on,	one,	one,	True
woe,	two,	thre,	False
fiv,	five,	five,	True
foe,	four,	four,	True
t,	two,	four,	False
xt,	six,	six,	True
six,	six,	six,	True
fove,	five,	four,	False
tohr,	four,	thre,	False
n,	nine,	one,	False
tw,	two,	two,	True
sixe,	six,	six,	True
six,	six,	six,	True
twoe,	two,	two,	True
five,	five,	five,	True
fiveig,	five,	five,	True
seve,	seven,	seven,	True
tzeroe,	two,	zero,	False
oe,	Two,	four,	False
thre,	three,	thre,	False
eig,	eight,	eight,	True
two,	two,	two,	True
ere,	three,	zero,	False
te,	three,	thre,	False
two,	two,	two,	True
ithr,	three,	thre,	False
fiv,	five,	five,	True
sivg,	five,	seven,	False
fiourt,	four,	four,	True
ero,	Zero,	zero,	False
onene,	one,	one,	True
ine,	nine,	one,	False
ne,	nine,	one,	False
fiv,	five,	seven,	False
seixe,	six,	six,	True
,	Three,	thre,	False
e,	three,	four,	False
threg,	three,	thre,	False
zero,	zero,	zero,	True
zeoe,	zero,	zero,	True
tw,	two,	two,	True
eitg,	eight,	eight,	True
nine,	nine,	nine,	True
sivne,	five,	seven,	False
siveve,	five,	seven,	False
one,	one,	one,	True
fivure,	five,	four,	False
ourn,	four,	four,	True
sevnv,	seven,	seven,	True
eigte,	eight,	eight,	True
sive,	five,	six,	False
foi,	four,	four,	True
sve,	five,	seven,	False
o,	zero,	one,	False
twoni,	two,	two,	True
te,	three,	thre,	False
sivx,	five,	six,	False
eighte,	eight,	eight,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
sixe,	six,	six,	True
eigheig,	eight,	eight,	True
one,	one,	one,	True
e,	three,	zero,	False
sixe,	six,	six,	True
nine,	nine,	nine,	True
on,	one,	one,	True
twoe,	two,	two,	True
fsve,	five,	six,	False
sixe,	six,	six,	True
iwh,	nine,	eight,	False
fiv,	five,	four,	False
toe,	two,	thre,	False
one,	one,	one,	True
eih,	five,	eight,	False
sne,	nine,	seven,	False
fiv,	five,	five,	True
fivre,	five,	four,	False
five,	five,	five,	True
oure,	four,	four,	True
eighie,	eight,	eight,	True
tioe,	two,	two,	True
foure,	four,	four,	True
toe,	two,	thre,	False
eiv,	five,	eight,	False
sixf,	six,	six,	True
oe,	one,	one,	True
eie,	nine,	eight,	False
one,	one,	one,	True
five,	five,	five,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
ein,	One,	eight,	False
seve,	seven,	seven,	True
sev,	seven,	six,	False
foure,	four,	four,	True
fore,	four,	four,	True
fon,	one,	four,	False
,	seven,	seven,	True
zer,	zero,	zero,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
sen,	three,	seven,	False
fiv,	five,	five,	True
fove,	five,	four,	False
swvn,	seven,	four,	False
five,	Five,	five,	False
eie,	five,	eight,	False
eih,	three,	eight,	False
nioe,	nine,	nine,	True
four,	four,	four,	True
nine,	nine,	nine,	True
n,	nine,	four,	False
zroe,	zero,	zero,	True
twhre,	three,	thre,	False
five,	five,	seven,	False
tiwoe,	two,	zero,	False
nine,	nine,	nine,	True
zie,	three,	six,	False
five,	five,	five,	True
eihe,	nine,	eight,	False
zero,	zero,	zero,	True
roe,	two,	zero,	False
sir,	three,	six,	False
sr,	three,	zero,	False
thre,	three,	thre,	False
foue,	four,	four,	True
tn,	ten,	two,	False
eie,	five,	thre,	False
eixe,	six,	zero,	False
eig,	eight,	eight,	True
sie,	six,	six,	True
sev,	seven,	seven,	True
thre,	three,	thre,	False
e,	three,	one,	False
seve,	seven,	seven,	True
inie,	nine,	nine,	True
zeroe,	zero,	zero,	True
oni,	nine,	one,	False
fove,	five,	four,	False
woe,	two,	one,	False
five,	five,	five,	True
fig,	five,	five,	True
fiv,	five,	five,	True
ne,	nine,	one,	False
tw,	two,	two,	True
,	Five,	four,	False
eighte,	eight,	eight,	True
r,	four,	two,	False
two,	two,	two,	True
thre,	three,	thre,	False
sivi,	five,	seven,	False
twe,	two,	thre,	False
one,	one,	one,	True
fe,	five,	four,	False
ie,	three,	eight,	False
fie,	five,	five,	True
eig,	eight,	eight,	True
one,	one,	one,	True
ine,	nine,	one,	False
te,	two,	seven,	False
teig,	two,	thre,	False
toe,	two,	one,	False
sie,	six,	six,	True
sevne,	seven,	seven,	True
twoe,	two,	two,	True
on,	one,	one,	True
f,	four,	four,	True
five,	Five,	five,	False
one,	one,	one,	True
six,	six,	six,	True
nine,	nine,	nine,	True
the,	two,	thre,	False
fine,	nine,	nine,	True
five,	five,	five,	True
fiv,	five,	five,	True
six,	six,	six,	True
eihe,	nine,	eight,	False
fioure,	four,	four,	True
zere,	zero,	zero,	True
e,	three,	one,	False
in,	one,	six,	False
fiveig,	five,	five,	True
zero,	zero,	zero,	True
tw,	two,	two,	True
fureg,	four,	four,	True
one,	one,	one,	True
w,	two,	two,	True
thrnin,	three,	thre,	False
re,	Three,	four,	False
seivn,	seven,	seven,	True
th,	three,	thre,	False
n,	nine,	nine,	True
sive,	five,	seven,	False
threni,	three,	thre,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
six,	six,	six,	True
zro,	zero,	zero,	True
t,	two,	thre,	False
hre,	three,	zero,	False
five,	five,	five,	True
foe,	four,	four,	True
ne,	nine,	one,	False
,	six,	two,	False
one,	one,	one,	True
iv,	four,	five,	False
onei,	one,	one,	True
tohre,	three,	thre,	False
on,	one,	one,	True
e,	three,	one,	False
eght,	eight,	eight,	True
one,	one,	one,	True
tw,	two,	two,	True
f,	four,	four,	True
fenour,	four,	four,	True
e,	three,	eight,	False
r,	four,	zero,	False
twe,	two,	two,	True
e,	three,	seven,	False
eighe,	eight,	eight,	True
six,	six,	six,	True
tw,	two,	two,	True
fiur,	four,	four,	True
fie,	five,	five,	True
seven,	seven,	seven,	True
twe,	two,	two,	True
fure,	four,	four,	True
oe,	one,	zero,	False
twn,	two,	two,	True
,	one,	four,	False
ei,	nine,	eight,	False
fie,	five,	five,	True
sex,	six,	six,	True
sevn,	seven,	seven,	True
fov,	four,	four,	True
ei,	five,	eight,	False
si,	six,	six,	True
fiv,	five,	five,	True
ne,	nine,	nine,	True
one,	one,	one,	True
thn,	three,	thre,	False
thrx,	three,	six,	False
thr,	three,	thre,	False
sevn,	seven,	seven,	True
eigte,	eight,	eight,	True
sevnin,	seven,	seven,	True
f,	four,	four,	True
fe,	five,	four,	False
five,	five,	five,	True
twoe,	two,	two,	True
sie,	six,	six,	True
roe,	two,	two,	True
onue,	one,	one,	True
six,	six,	six,	True
,	five,	four,	False
,	two,	zero,	False
sev,	seven,	seven,	True
six,	six,	six,	True
ige,	nine,	eight,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
sev,	seven,	six,	False
five,	five,	five,	True
t,	two,	thre,	False
ie,	nine,	eight,	False
one,	one,	one,	True
eig,	eight,	eight,	True
n,	nine,	nine,	True
five,	five,	five,	True
n,	nine,	nine,	True
two,	two,	two,	True
fi,	five,	five,	True
eighe,	eight,	eight,	True
eigeg,	eight,	eight,	True
onr,	One,	one,	False
th,	three,	thre,	False
six,	six,	six,	True
fiv,	five,	five,	True
n,	nine,	one,	False
eighn,	eight,	eight,	True
hre,	three,	thre,	False
se,	seven,	seven,	True
fo,	four,	four,	True
feve,	five,	seven,	False
two,	two,	two,	True
two,	two,	thre,	False
si,	six,	seven,	False
one,	one,	one,	True
so,	two,	zero,	False
sevn,	seven,	seven,	True
foine,	nine,	one,	False
n,	nine,	one,	False
thrx,	three,	six,	False
oe,	nine,	seven,	False
sevene,	seven,	seven,	True
sionine,	nine,	nine,	True
hr,	four,	thre,	False
two,	two,	two,	True
o,	zero,	zero,	True
foure,	four,	four,	True
r,	four,	zero,	False
thre,	three,	thre,	False
sir,	Three,	zero,	False
six,	six,	six,	True
nin,	nine,	nine,	True
five,	five,	five,	True
fovurg,	four,	four,	True
six,	six,	six,	True
two,	two,	two,	True
sivn,	seven,	seven,	True
five,	five,	five,	True
five,	five,	five,	True
twe,	two,	thre,	False
nine,	nine,	nine,	True
fiv,	five,	nine,	False
tw,	two,	two,	True
zro,	zero,	zero,	True
five,	five,	five,	True
sig,	six,	zero,	False
ninf,	nine,	nine,	True
io,	two,	zero,	False
eigh,	eight,	eight,	True
sie,	six,	six,	True
one,	one,	one,	True
six,	six,	six,	True
igh,	nine,	eight,	False
nin,	nine,	nine,	True
zro,	zero,	zero,	True
n,	nine,	nine,	True
u,	four,	one,	False
er,	Three,	zero,	False
f,	four,	four,	True
e,	three,	one,	False
i,	nine,	eight,	False
,	seven,	eight,	False
,	three,	thre,	False
five,	five,	five,	True
fu,	four,	four,	True
ih,	nine,	eight,	False
sevn,	seven,	seven,	True
sevo,	seven,	seven,	True
tw,	two,	two,	True
five,	five,	five,	True
fue,	four,	four,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
on,	one,	one,	True
zro,	zero,	zero,	True
tohre,	three,	thre,	False
thr,	three,	thre,	False
fiv,	five,	one,	False
sevn,	seven,	seven,	True
fiv,	five,	five,	True
one,	one,	one,	True
iv,	four,	five,	False
five,	five,	five,	True
six,	six,	six,	True
ve,	five,	five,	True
toe,	two,	thre,	False
tr,	three,	thre,	False
nve,	five,	nine,	False
eh,	zero,	thre,	False
fiv,	five,	five,	True
ninit,	nine,	nine,	True
thr,	three,	thre,	False
tn,	ten,	thre,	False
tw,	two,	zero,	False
zio,	zero,	zero,	True
woi,	two,	two,	True
fo,	four,	seven,	False
nine,	nine,	nine,	True
i,	nine,	eight,	False
,	three,	zero,	False
iv,	four,	eight,	False
si,	six,	six,	True
sevnen,	seven,	seven,	True
nitwo,	two,	two,	True
six,	six,	six,	True
n,	nine,	zero,	False
zrn,	three,	six,	False
four,	four,	four,	True
ninen,	nine,	nine,	True
six,	six,	six,	True
t,	two,	thre,	False
,	four,	eight,	False
ei,	nine,	six,	False
n,	nine,	one,	False
n,	nine,	nine,	True
two,	two,	two,	True
eve,	five,	seven,	False
sir,	three,	thre,	False
ni,	nine,	nine,	True
n,	nine,	seven,	False
sir,	three,	zero,	False
sointone,	nine,	seven,	False
one,	one,	one,	True
onr,	one,	one,	True
fiv,	five,	five,	True
fivg,	five,	five,	True
twog,	two,	two,	True
zr,	three,	zero,	False
tre,	three,	thre,	False
ne,	nine,	nine,	True
five,	five,	five,	True
zero,	zero,	zero,	True
sin,	nine,	six,	False
eixn,	six,	zero,	False
,	nine,	thre,	False
sein,	six,	seven,	False
t,	Two,	two,	False
nin,	nine,	nine,	True
sixo,	six,	zero,	False
eightn,	eight,	eight,	True
sixe,	six,	six,	True
nin,	nine,	nine,	True
twoe,	two,	two,	True
si,	six,	thre,	False
iv,	four,	five,	False
five,	five,	five,	True
feig,	five,	eight,	False
fiv,	five,	five,	True
ou,	four,	one,	False
tr,	three,	thre,	False
eighte,	eight,	eight,	True
zro,	zero,	zero,	True
,	eight,	four,	False
sevene,	seven,	seven,	True
four,	four,	four,	True
sig,	six,	six,	True
five,	five,	five,	True
ig,	nine,	eight,	False
twro,	two,	two,	True
sinine,	nine,	nine,	True
e,	three,	nine,	False
to,	two,	two,	True
six,	six,	six,	True
two,	two,	two,	True
twr,	two,	thre,	False
sve,	five,	seven,	False
to,	two,	two,	True
eight,	eight,	eight,	True
fivu,	five,	four,	False
si,	six,	seven,	False
sein,	seven,	seven,	True
sive,	five,	seven,	False
five,	five,	five,	True
our,	four,	four,	True
in,	five,	thre,	False
tre,	three,	two,	False
tr,	three,	thre,	False
thr,	three,	thre,	False
sev,	seven,	seven,	True
nin,	nine,	nine,	True
zeroe,	zero,	zero,	True
fure,	four,	four,	True
er,	three,	zero,	False
eix,	six,	eight,	False
zer,	zero,	zero,	True
n,	nine,	nine,	True
five,	five,	five,	True
four,	four,	four,	True
one,	one,	one,	True
zeroe,	zero,	zero,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
five,	five,	five,	True
on,	one,	one,	True
twr,	two,	zero,	False
tw,	two,	two,	True
four,	four,	four,	True
eig,	eight,	eight,	True
t,	two,	thre,	False
nin,	nine,	nine,	True
oneg,	one,	one,	True
e,	three,	four,	False
nig,	nine,	one,	False
sixe,	six,	six,	True
nin,	nine,	nine,	True
fiv,	five,	seven,	False
fourg,	four,	four,	True
zerot,	zero,	zero,	True
niv,	five,	nine,	False
eign,	eight,	eight,	True
fon,	four,	four,	True
tw,	two,	two,	True
fiv,	five,	five,	True
twoe,	two,	two,	True
if,	five,	two,	False
eighe,	eight,	eight,	True
tw,	two,	two,	True
sev,	seven,	seven,	True
ne,	nine,	one,	False
igf,	five,	eight,	False
zero,	zero,	zero,	True
sixe,	six,	six,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
zire,	three,	two,	False
nigh,	nine,	eight,	False
fureg,	four,	four,	True
ninthe,	nine,	nine,	True
nine,	nine,	nine,	True
five,	five,	five,	True
fure,	four,	four,	True
si,	six,	zero,	False
ue,	two,	one,	False
zer,	zero,	zero,	True
i,	nine,	nine,	True
fiv,	five,	five,	True
eighe,	eight,	eight,	True
siv,	five,	seven,	False
sevnene,	seven,	seven,	True
twoe,	two,	two,	True
seve,	seven,	seven,	True
eg,	eight,	eight,	True
one,	one,	one,	True
one,	one,	one,	True
two,	two,	two,	True
eigte,	eight,	eight,	True
e,	three,	zero,	False
five,	five,	five,	True
n,	nine,	six,	False
eige,	eight,	eight,	True
seve,	seven,	seven,	True
sixe,	six,	six,	True
nin,	nine,	nine,	True
thre,	three,	thre,	False
erive,	five,	five,	True
,	four,	seven,	False
twoe,	two,	two,	True
,	two,	zero,	False
e,	three,	zero,	False
fo,	four,	four,	True
twoe,	two,	two,	True
e,	three,	zero,	False
nine,	nine,	nine,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
eighte,	eight,	eight,	True
szire,	three,	thre,	False
twe,	two,	two,	True
fure,	four,	four,	True
ie,	nine,	nine,	True
zere,	zero,	zero,	True
shxe,	six,	six,	True
zero,	zero,	zero,	True
tire,	four,	thre,	False
eight,	eight,	eight,	True
twe,	two,	two,	True
ive,	five,	five,	True
eihe,	five,	eight,	False
eign,	nine,	eight,	False
tw,	two,	two,	True
foure,	four,	four,	True
fiv,	five,	four,	False
zere,	zero,	zero,	True
w,	two,	six,	False
eigh,	eight,	eight,	True
ze,	three,	zero,	False
ive,	five,	five,	True
sive,	five,	six,	False
seve,	seven,	seven,	True
five,	five,	five,	True
sixe,	six,	six,	True
sex,	six,	zero,	False
w,	two,	thre,	False
ti,	three,	two,	False
five,	five,	five,	True
sixe,	six,	six,	True
one,	one,	one,	True
oe,	one,	seven,	False
fone,	four,	one,	False
sixe,	six,	six,	True
fiv,	five,	five,	True
ezroe,	zero,	zero,	True
on,	one,	one,	True
sixn,	six,	six,	True
zeroe,	zero,	zero,	True
five,	five,	five,	True
zer,	zero,	zero,	True
ive,	Five,	five,	False
evne,	seven,	seven,	True
senine,	nine,	nine,	True
tvhre,	three,	thre,	False
nin,	nine,	nine,	True
zero,	zero,	zero,	True
seven,	seven,	seven,	True
eige,	eight,	eight,	True
nine,	nine,	nine,	True
zeroe,	zero,	zero,	True
n,	nine,	one,	False
he,	three,	zero,	False
zeoe,	zero,	zero,	True
one,	one,	one,	True
rixn,	six,	six,	True
ive,	five,	five,	True
seve,	seven,	seven,	True
sevon,	seven,	seven,	True
eight,	eight,	eight,	True
thr,	three,	thre,	False
twe,	two,	two,	True
one,	one,	one,	True
zere,	zero,	zero,	True
eigxe,	eight,	eight,	True
fore,	four,	four,	True
fivfixe,	five,	seven,	False
eige,	eight,	eight,	True
e,	three,	five,	False
oe,	one,	two,	False
thre,	three,	thre,	False
sive,	five,	five,	True
wo,	two,	two,	True
five,	five,	five,	True
woure,	four,	four,	True
sixsv,	six,	six,	True
sixe,	six,	six,	True
ne,	nine,	nine,	True
zeroe,	zero,	zero,	True
e,	three,	one,	False
ewswoe,	two,	zero,	False
eighe,	eight,	eight,	True
five,	five,	five,	True
five,	five,	five,	True
one,	one,	one,	True
,	seven,	two,	False
zeroe,	zero,	zero,	True
eigf,	eight,	eight,	True
zer,	zero,	zero,	True
,	two,	one,	False
five,	five,	five,	True
ige,	nine,	eight,	False
tw,	two,	two,	True
twr,	two,	zero,	False
foe,	four,	four,	True
,	seven,	four,	False
sivxs,	six,	six,	True
wo,	two,	two,	True
eighw,	eight,	eight,	True
fo,	four,	four,	True
fiv,	five,	five,	True
zenoe,	one,	zero,	False
seione,	one,	seven,	False
th,	two,	four,	False
one,	one,	one,	True
sixe,	six,	six,	True
five,	five,	five,	True
on,	one,	one,	True
fone,	one,	seven,	False
five,	five,	five,	True
evge,	five,	eight,	False
ero,	Zero,	zero,	False
nine,	nine,	nine,	True
fonure,	four,	four,	True
siv,	Five,	seven,	False
hre,	three,	thre,	False
sevoe,	seven,	seven,	True
one,	one,	one,	True
ne,	nine,	nine,	True
fivg,	five,	five,	True
siv,	five,	seven,	False
eghe,	eight,	eight,	True
twoe,	two,	two,	True
fwoe,	four,	four,	True
thr,	three,	thre,	False
wr,	three,	zero,	False
zeroe,	zero,	zero,	True
,	seven,	one,	False
fiv,	five,	five,	True
zen,	seven,	eight,	False
sive,	five,	seven,	False
five,	five,	five,	True
eige,	eight,	eight,	True
nine,	nine,	nine,	True
shi,	Four,	six,	False
te,	three,	thre,	False
tvn,	seven,	thre,	False
fo,	four,	four,	True
er,	Three,	zero,	False
t,	two,	thre,	False
five,	five,	five,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
t,	two,	thre,	False
our,	four,	four,	True
sevnx,	seven,	seven,	True
se,	three,	seven,	False
one,	one,	one,	True
nin,	nine,	nine,	True
fven,	five,	seven,	False
ige,	nine,	eight,	False
zeo,	zero,	zero,	True
tw,	two,	two,	True
,	four,	four,	True
nin,	nine,	nine,	True
sixe,	six,	six,	True
twon,	two,	two,	True
eg,	eight,	eight,	True
five,	five,	five,	True
twv,	two,	seven,	False
on,	one,	one,	True
e,	Three,	four,	False
eig,	eight,	eight,	True
foure,	four,	four,	True
tw,	two,	two,	True
fiv,	five,	five,	True
two,	two,	two,	True
one,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
ixs,	six,	six,	True
,	seven,	nine,	False
seg,	three,	six,	False
six,	six,	six,	True
four,	four,	four,	True
e,	three,	two,	False
egt,	eight,	eight,	True
nin,	nine,	nine,	True
sivx,	five,	six,	False
tw,	two,	two,	True
zeo,	zero,	zero,	True
thre,	three,	thre,	False
sevin,	seven,	seven,	True
five,	five,	five,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
fou,	four,	four,	True
zero,	zero,	zero,	True
e,	three,	eight,	False
f,	four,	thre,	False
,	nine,	nine,	True
ne,	nine,	nine,	True
zero,	zero,	zero,	True
ege,	nine,	eight,	False
tge,	two,	eight,	False
five,	five,	five,	True
f,	five,	four,	False
t,	two,	two,	True
five,	five,	five,	True
fo,	four,	four,	True
five,	five,	five,	True
t,	two,	thre,	False
fwv,	five,	five,	True
ninenin,	nine,	nine,	True
fovur,	four,	four,	True
nine,	nine,	nine,	True
fo,	four,	four,	True
two,	two,	two,	True
tw,	Two,	two,	False
ere,	three,	thre,	False
fiv,	five,	five,	True
o,	Four,	zero,	False
nin,	nine,	nine,	True
zro,	zero,	zero,	True
,	three,	seven,	False
sivx,	six,	six,	True
five,	five,	five,	True
evre,	five,	thre,	False
two,	two,	two,	True
eig,	eight,	eight,	True
eige,	eight,	eight,	True
oe,	one,	one,	True
oe,	three,	four,	False
eig,	eight,	eight,	True
fo,	four,	four,	True
fivur,	five,	four,	False
ige,	nine,	eight,	False
zero,	zero,	zero,	True
fvn,	seven,	seven,	True
ni,	nine,	nine,	True
on,	one,	one,	True
,	Three,	thre,	False
o,	four,	zero,	False
seve,	seven,	seven,	True
nini,	nine,	nine,	True
e,	three,	eight,	False
tw,	two,	two,	True
oe,	one,	one,	True
thr,	three,	thre,	False
two,	two,	two,	True
e,	three,	zero,	False
one,	one,	one,	True
rw,	two,	two,	True
sixo,	six,	zero,	False
,	Three,	eight,	False
twe,	two,	two,	True
tw,	two,	two,	True
ix,	six,	six,	True
sfv,	five,	seven,	False
fur,	four,	four,	True
o,	four,	eight,	False
two,	two,	two,	True
to,	two,	two,	True
,	four,	eight,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
sev,	seven,	seven,	True
two,	two,	two,	True
six,	Six,	six,	False
nine,	nine,	nine,	True
twe,	two,	two,	True
,	four,	zero,	False
twoe,	two,	two,	True
sir,	three,	six,	False
two,	two,	two,	True
tw,	two,	two,	True
seve,	seven,	seven,	True
six,	six,	six,	True
six,	six,	six,	True
tohre,	three,	thre,	False
siv,	five,	seven,	False
nine,	nine,	nine,	True
two,	two,	two,	True
si,	six,	six,	True
e,	three,	eight,	False
si,	six,	six,	True
eiv,	five,	eight,	False
sixe,	six,	six,	True
zero,	zero,	zero,	True
zro,	zero,	zero,	True
sir,	three,	six,	False
two,	two,	two,	True
nine,	nine,	nine,	True
five,	five,	five,	True
o,	zero,	one,	False
fov,	five,	four,	False
fiv,	five,	five,	True
win,	one,	six,	False
eigh,	eight,	eight,	True
ivei,	five,	thre,	False
two,	two,	two,	True
eigt,	eight,	eight,	True
fivo,	five,	one,	False
eig,	eight,	eight,	True
two,	two,	two,	True
eigt,	eight,	eight,	True
five,	five,	five,	True
si,	six,	zero,	False
oe,	zero,	one,	False
e,	three,	eight,	False
one,	one,	one,	True
nin,	nine,	nine,	True
one,	one,	one,	True
nine,	nine,	nine,	True
iv,	four,	seven,	False
sifiv,	five,	six,	False
tw,	two,	two,	True
one,	one,	one,	True
eigh,	eight,	eight,	True
fi,	five,	four,	False
zer,	zero,	zero,	True
